row,income,loan_amount,property_value,combined_loan_to_value_ratio,debt_to_income_ratio,derived_race,loan_purpose,occupancy_type,action_taken,tract_minority_population_percent,kmeans_cluster,hier_cluster,clarans_cluster
23028,69.0,355000,375000.0,94.932,43%-<50%,Race Not Available,Home_Purchase,Principal_Residence,Originated,50.81,2,7,5
76001,47.0,235000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,97.1,0,6,6
95266,37.0,305000,555000.0,55.018,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,22.62,2,7,1
80152,147.0,235000,275000.0,85.0,20%-<30%,Race Not Available,Home_Purchase,Principal_Residence,Originated,18.64,2,7,1
29138,94.0,135000,165000.0,80.0,43%-<50%,White,Home_Purchase,Investment,Originated,43.69,1,5,3
4896,64.0,75000,85000.0,93.529,<20%,White,Refinance,Principal_Residence,Originated,13.9,0,6,6
91279,248.0,205000,335000.0,79.074,30%-<36%,White,Home_Purchase,Investment,Originated,34.61,1,5,3
50978,825.0,335000,375000.0,78.353,Exempt,White,Home_Purchase,Principal_Residence,Withdrawn,17.58,5,3,4
26359,266.0,65000,95000.0,75.0,20%-<30%,White,Home_Purchase,Investment,Originated,39.18,1,5,3
2092,41.0,15000,155000.0,10.0,<20%,White,Home_Improvement,Principal_Residence,Denied,5.02,0,6,1
49856,117.0,455000,375000.0,78.353,Exempt,White,Home_Purchase,Principal_Residence,Originated,23.43,2,7,1
60807,95.0,125000,175000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,10.6,2,7,1
49808,50.0,65000,275000.0,83.784,36%-<43%,White,Other,Principal_Residence,Originated,51.84,6,4,4
7891,76.0,175000,175000.0,103.964,50%-60%,Race Not Available,Home_Purchase,Principal_Residence,Preapproval_Approved_NotAccepted,0.0,4,2,0
19483,71.0,325000,475000.0,69.149,43%-<50%,White,CashOut_Refinance,Principal_Residence,Originated,33.75,0,6,6
89393,201.0,305000,455000.0,66.37,36%-<43%,White,Other,Second_Residence,Originated,6.86,5,7,1
57851,148.0,405000,425000.0,95.0,36%-<43%,Race Not Available,Home_Purchase,Principal_Residence,Originated,32.27,2,7,1
92057,95.0,285000,365000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,19.85,2,7,1
25252,120.0,35000,755000.0,80.496,43%-<50%,White,Other,Principal_Residence,Originated,45.17,6,4,4
89104,155.0,405000,505000.0,80.0,<20%,Race Not Available,Home_Purchase,Principal_Residence,Originated,14.86,2,7,1
35583,120.0,755000,755000.0,100.0,50%-60%,Race Not Available,Home_Purchase,Principal_Residence,Originated,31.55,4,2,0
99328,0.0,115000,1625000.0,40.91,<20%,White,Home_Improvement,Principal_Residence,Denied,54.84,6,4,4
23182,52.0,35000,155000.0,19.48,20%-<30%,White,Other,Principal_Residence,Originated,20.93,0,6,1
8994,221.0,135000,165000.0,80.0,30%-<36%,Race Not Available,Home_Purchase,Second_Residence,Originated,13.4,2,7,1
83554,308.0,715000,835000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,48.05,2,7,1
45843,67.0,35000,235000.0,90.0,50%-60%,White,Home_Improvement,Principal_Residence,Denied,4.61,4,2,0
96505,51.0,165000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,42.88,2,7,5
63169,50.0,85000,175000.0,50.588,20%-<30%,Asian,Home_Purchase,Principal_Residence,Originated,44.26,2,6,5
30950,40.0,195000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,76.14,2,7,5
88907,49.0,195000,335000.0,60.0,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,26.41,2,7,1
84083,162.0,305000,375000.0,78.353,Unknown,White,Other,Principal_Residence,Withdrawn,25.61,2,7,1
95763,148.0,245000,315000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,30.32,2,7,1
73209,122.0,395000,395000.0,96.484,50%-60%,White,Home_Purchase,Principal_Residence,Originated,28.59,4,2,0
78311,17.0,115000,245000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Originated,16.94,0,6,6
15074,352.0,1505000,3055000.0,49.47,36%-<43%,White,CashOut_Refinance,Principal_Residence,Originated,21.52,5,6,6
77427,130.0,225000,415000.0,53.735,43%-<50%,Asian,CashOut_Refinance,Investment,Originated,44.14,1,5,3
86830,492.0,125000,1305000.0,89.9,<20%,White,Other,Principal_Residence,Originated,83.93,5,4,4
21859,254.0,235000,335000.0,70.0,30%-<36%,Joint,Home_Purchase,Principal_Residence,Denied,30.46,2,7,1
18039,196.0,345000,425000.0,80.0,43%-<50%,White,Home_Purchase,Principal_Residence,Preapproval_Approved_NotAccepted,0.0,2,7,1
64405,21.0,65000,65000.0,97.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,74.91,2,7,5
86843,385.0,2005000,2815000.0,71.17,43%-<50%,Asian,Home_Purchase,Principal_Residence,Originated,82.06,5,7,5
12011,100.0,145000,235000.0,61.01,36%-<43%,White,Home_Improvement,Principal_Residence,Originated,12.77,6,4,4
10942,48.0,65000,325000.0,80.0,30%-<36%,White,Home_Improvement,Principal_Residence,Originated,49.73,6,4,4
68733,66.0,235000,235000.0,78.353,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,66.0,2,7,5
58832,44.0,225000,345000.0,64.71,36%-<43%,Race Not Available,CashOut_Refinance,Principal_Residence,Denied,62.35,0,6,6
85418,38.0,175000,175000.0,96.5,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,97.18,2,7,5
91609,69.0,45000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,12.98,6,4,4
16315,130.0,535000,535000.0,102.3,50%-60%,White,Home_Purchase,Principal_Residence,Originated,36.64,4,2,0
17143,51.0,205000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,0.0,2,7,1
95671,81.0,235000,335000.0,70.0,36%-<43%,Asian,CashOut_Refinance,Investment,Originated,86.11,1,5,3
63914,65.0,85000,395000.0,39.74,50%-60%,White,Other,Principal_Residence,Denied,21.95,4,2,0
39638,45.0,185000,255000.0,75.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,11.52,2,7,1
86899,93.0,425000,525000.0,80.0,36%-<43%,Race Not Available,Home_Purchase,Principal_Residence,Originated,80.64,2,7,5
4048,102.0,145000,155000.0,96.5,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,37.48,2,7,1
43748,70.0,555000,795000.0,69.118,>60%,White,Home_Purchase,Principal_Residence,Denied,46.68,4,2,0
63097,137.0,55000,565000.0,67.92,36%-<43%,White,Other,Principal_Residence,Originated,14.08,6,4,4
20727,250.0,305000,375000.0,78.353,Unknown,White,Other,Principal_Residence,Incomplete,13.86,6,4,4
49810,49.0,125000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,66.33,0,6,6
66595,207.0,615000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,8.76,2,7,1
94698,77.0,145000,275000.0,52.536,43%-<50%,Race Not Available,Home_Purchase,Principal_Residence,Originated,4.31,2,7,1
79766,25.0,155000,375000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Withdrawn,15.57,2,7,1
78994,95.0,1015000,1455000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,43.88,2,7,1
31891,62.0,15000,175000.0,97.955,50%-60%,White,Other,Principal_Residence,Denied,8.03,4,2,0
25800,152.0,415000,885000.0,47.0,30%-<36%,Joint,Refinance,Second_Residence,Originated,51.45,0,6,6
75701,326.0,245000,875000.0,29.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,21.41,2,6,1
70381,95.0,1005000,2355000.0,42.55,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Originated,27.92,2,6,1
27008,114.0,105000,525000.0,19.194,<20%,White,Refinance,Principal_Residence,Originated,5.93,0,6,6
51697,363.0,205000,815000.0,77.95,<20%,Race Not Available,Refinance,Principal_Residence,Originated,22.15,5,4,4
15877,79.0,255000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,8.08,3,1,2
76055,295.0,635000,1055000.0,60.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,20.87,5,7,1
47804,95.0,45000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Denied,49.05,6,4,4
10540,170.0,565000,625000.0,89.998,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,4.33,2,7,1
5673,103.0,295000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Incomplete,23.34,0,6,6
54612,37.0,125000,145000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,97.13,2,7,5
89265,78.0,245000,315000.0,79.677,36%-<43%,White,Refinance,Principal_Residence,Originated,95.83,0,6,6
16431,40.0,125000,195000.0,65.21,30%-<36%,Black or African American,Home_Purchase,Principal_Residence,Denied,6.22,2,7,1
10631,180.0,155000,355000.0,58.018,50%-60%,White,CashOut_Refinance,Investment,Denied,9.39,1,5,3
23830,90.0,225000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Incomplete,16.08,0,6,6
12088,73.0,165000,235000.0,70.756,20%-<30%,Black or African American,Refinance,Principal_Residence,Originated,97.82,0,6,6
84863,104.0,525000,655000.0,80.0,50%-60%,Asian,Home_Purchase,Principal_Residence,Originated,11.47,4,2,0
50971,59.0,75000,625000.0,76.631,>60%,Race Not Available,Home_Improvement,Principal_Residence,Denied,28.72,4,2,0
71373,182.0,505000,635000.0,80.0,30%-<36%,Black or African American,Home_Purchase,Principal_Residence,Originated,14.89,2,7,1
31132,73.0,245000,355000.0,69.8,36%-<43%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,27.99,0,6,6
27791,90.0,155000,375000.0,78.353,Unknown,White,Home_Improvement,Principal_Residence,Denied,12.22,2,7,1
82265,33.0,105000,115000.0,90.909,36%-<43%,Race Not Available,Home_Purchase,Principal_Residence,Originated,7.97,2,7,1
37328,51.0,135000,145000.0,89.668,20%-<30%,White,CashOut_Refinance,Principal_Residence,Originated,49.66,0,6,6
49276,31.0,95000,105000.0,90.0,43%-<50%,Black or African American,Home_Purchase,Principal_Residence,Denied,70.84,2,7,5
4435,39.0,175000,175000.0,96.5,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,28.37,2,7,1
61540,43.0,105000,265000.0,40.385,30%-<36%,White,Refinance,Principal_Residence,Originated,9.76,0,6,6
87893,114.0,45000,45000.0,78.353,20%-<30%,Race Not Available,Home_Purchase,Principal_Residence,Denied,79.21,3,1,2
90939,196.0,215000,435000.0,84.98,20%-<30%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,38.25,6,4,4
42120,95.0,145000,185000.0,78.353,Unknown,Race Not Available,Home_Purchase,Investment,Purchased,19.55,1,5,3
13136,143.0,515000,575000.0,90.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,14.91,2,7,1
34526,48.0,175000,185000.0,97.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,8.87,2,7,1
75201,95.0,495000,625000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,40.54,2,7,1
54531,84.0,245000,375000.0,78.353,Unknown,White,Home_Improvement,Principal_Residence,Incomplete,14.56,6,4,4
77941,277.0,375000,485000.0,77.292,20%-<30%,Race Not Available,Refinance,Investment,Originated,46.51,1,5,3
9584,49.0,205000,295000.0,71.81,43%-<50%,White,CashOut_Refinance,Principal_Residence,Originated,47.45,0,6,6
48263,40.0,115000,115000.0,100.0,43%-<50%,Black or African American,Home_Purchase,Principal_Residence,Originated,98.03,2,7,5
35025,120.0,425000,375000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Withdrawn,22.89,2,7,1
51878,74.0,55000,365000.0,100.6,43%-<50%,Asian,CashOut_Refinance,Principal_Residence,Denied,15.19,6,4,4
34949,84.0,135000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Withdrawn,16.82,0,6,6
75161,98.0,385000,435000.0,88.463,30%-<36%,White,CashOut_Refinance,Principal_Residence,Originated,39.53,0,6,6
63928,48.0,75000,175000.0,43.027,20%-<30%,American Indian or Alaska Native,Refinance,Principal_Residence,Denied,65.94,0,6,6
34662,190.0,255000,395000.0,65.0,<20%,White,CashOut_Refinance,Principal_Residence,Originated,12.19,0,6,6
12682,95.0,705000,375000.0,78.353,Exempt,Race Not Available,Home_Purchase,Principal_Residence,Purchased,45.52,2,7,5
91029,160.0,335000,615000.0,54.15,36%-<43%,Asian,Refinance,Principal_Residence,Originated,50.52,0,6,6
54522,93.0,245000,275000.0,100.0,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,5.61,2,7,1
26219,40.0,95000,115000.0,80.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,26.03,2,7,1
6789,95.0,325000,345000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,47.48,2,7,5
24732,95.0,525000,805000.0,78.353,Unknown,Race Not Available,Refinance,Principal_Residence,Purchased,52.31,0,6,6
53146,46.0,115000,115000.0,101.01,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,22.66,2,7,1
2196,46.0,25000,375000.0,78.353,Exempt,Race Not Available,Other,Principal_Residence,Originated,26.2,6,4,4
89350,48.0,95000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Withdrawn,34.71,0,6,6
87109,192.0,295000,375000.0,80.0,<20%,White,Home_Purchase,Principal_Residence,Originated,50.25,2,7,5
11944,138.0,535000,375000.0,78.353,Unknown,Asian,Home_Purchase,Principal_Residence,Incomplete,83.34,2,7,5
73746,44.0,205000,375000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Withdrawn,6.38,0,6,6
61077,75.0,225000,375000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Incomplete,42.47,0,6,6
48468,95.0,175000,175000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,18.15,2,7,1
37371,50.0,235000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,12.93,2,7,1
45848,48.0,85000,125000.0,67.0,20%-<30%,Asian,Home_Purchase,Principal_Residence,Originated,81.73,2,7,5
45810,56.0,65000,75000.0,77.922,<20%,American Indian or Alaska Native,CashOut_Refinance,Principal_Residence,Approved_NotAccepted,3.99,0,6,6
38815,120.0,415000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,26.2,0,6,6
48962,172.0,355000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,18.27,2,7,1
288,78.0,175000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,41.96,2,7,5
49517,130.0,325000,335000.0,96.5,36%-<43%,Asian,Home_Purchase,Principal_Residence,Originated,16.02,2,7,1
5284,120.0,85000,405000.0,78.47,50%-60%,Black or African American,Home_Improvement,Principal_Residence,Denied,43.14,4,2,0
96366,95.0,205000,275000.0,78.353,Unknown,Race Not Available,Home_Purchase,Investment,Purchased,12.09,1,5,3
60670,139.0,515000,655000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Purchased,6.76,2,7,1
14861,111.0,515000,375000.0,78.353,Unknown,Black or African American,Home_Purchase,Principal_Residence,Withdrawn,78.04,2,7,5
24206,105.0,155000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,76.6,6,4,4
38479,72.0,135000,175000.0,80.0,36%-<43%,White,CashOut_Refinance,Principal_Residence,Originated,30.99,0,6,6
64601,105.0,375000,385000.0,97.0,43%-<50%,Race Not Available,Home_Purchase,Principal_Residence,Originated,42.28,2,7,5
80800,45.0,325000,345000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,75.42,2,7,5
9346,107.0,285000,355000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Purchased,78.34,0,6,6
33168,132.0,415000,525000.0,80.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,9.57,2,7,1
70983,195.0,305000,925000.0,32.432,20%-<30%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,22.76,0,6,6
55532,129.0,285000,275000.0,78.353,50%-60%,White,Home_Purchase,Principal_Residence,Originated,52.77,4,2,0
84211,37.0,65000,75000.0,90.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,60.06,2,7,5
60387,19989.0,1655000,375000.0,78.353,Unknown,White,Refinance,Second_Residence,Withdrawn,20.59,5,3,6
60343,52.0,205000,335000.0,63.0,36%-<43%,White,CashOut_Refinance,Principal_Residence,Originated,40.59,0,6,6
72571,95.0,455000,495000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,23.01,2,7,1
27752,123.0,525000,705000.0,95.0,43%-<50%,White,Refinance,Principal_Residence,Denied,32.43,0,6,6
83322,96.0,205000,275000.0,73.741,30%-<36%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,12.59,0,6,6
32112,83.0,45000,515000.0,9.24,<20%,White,Other,Principal_Residence,Originated,16.67,0,6,1
82819,750.0,985000,1965000.0,50.45,36%-<43%,Race Not Available,Refinance,Principal_Residence,Originated,10.63,5,3,6
18993,48.0,85000,255000.0,76.8,>60%,White,Other,Principal_Residence,Denied,92.3,4,2,0
437,213.0,155000,585000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,13.14,2,7,1
37687,62.0,315000,465000.0,68.261,36%-<43%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,39.23,0,6,6
28291,95.0,55000,85000.0,78.353,Unknown,Race Not Available,NotApplicable,Principal_Residence,Purchased,94.26,2,7,5
78900,57.0,285000,465000.0,60.086,36%-<43%,White,CashOut_Refinance,Principal_Residence,Originated,41.67,0,6,6
1573,60.0,235000,255000.0,95.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,67.19,2,7,5
81555,74.0,185000,265000.0,70.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,12.31,2,7,1
93107,67.0,205000,345000.0,58.824,50%-60%,Black or African American,CashOut_Refinance,Principal_Residence,Denied,95.18,4,2,0
55792,56.0,365000,1215000.0,78.353,Unknown,White,Refinance,Principal_Residence,Originated,49.82,0,6,6
55267,720.0,45000,375000.0,78.353,Unknown,White,Home_Improvement,Principal_Residence,Withdrawn,6.9,5,3,4
79124,95.0,545000,745000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Purchased,9.37,0,6,6
47877,156.0,445000,565000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Purchased,16.12,2,7,1
85859,128.0,605000,905000.0,66.67,36%-<43%,White,CashOut_Refinance,Principal_Residence,Originated,98.13,0,6,6
51269,64.0,165000,175000.0,78.353,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,8.67,2,7,1
18428,116.0,35000,225000.0,42.065,20%-<30%,White,CashOut_Refinance,Principal_Residence,Originated,9.31,6,4,4
58878,326.0,725000,915000.0,80.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,13.9,5,7,1
66534,176.0,105000,655000.0,15.385,<20%,White,Other,Principal_Residence,Originated,9.44,0,6,1
66189,46.0,155000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Withdrawn,91.87,0,6,6
6419,70.0,25000,225000.0,80.24,50%-60%,Black or African American,CashOut_Refinance,Principal_Residence,Denied,94.47,4,2,0
24371,69.0,105000,135000.0,78.353,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,3.4,2,7,1
64544,321.0,245000,375000.0,78.353,Exempt,Race Not Available,Home_Purchase,Investment,Originated,12.53,1,5,3
82868,86.0,105000,135000.0,80.0,43%-<50%,White,CashOut_Refinance,Principal_Residence,Denied,14.53,0,6,6
7586,95.0,85000,95000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,16.27,2,7,1
37075,30.0,95000,105000.0,94.116,50%-60%,White,Home_Purchase,Principal_Residence,Denied,11.32,3,1,2
71434,250.0,75000,375000.0,78.353,Unknown,White,Home_Improvement,Principal_Residence,Incomplete,16.85,6,4,4
26249,384.0,465000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Withdrawn,11.85,5,6,6
68007,95.0,375000,395000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,68.84,2,7,5
8828,68.0,305000,385000.0,80.0,43%-<50%,White,CashOut_Refinance,Principal_Residence,Originated,27.72,0,6,6
50319,236.0,835000,1045000.0,80.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,63.41,2,7,5
60896,105.0,415000,515000.0,80.0,43%-<50%,Asian,Home_Purchase,Principal_Residence,Originated,96.25,2,7,5
94490,140.0,55000,505000.0,10.0,<20%,White,Other,Principal_Residence,Denied,32.81,0,6,1
11602,64.0,35000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,31.27,0,7,6
9921,91.0,245000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,70.06,0,6,6
81451,301.0,825000,1305000.0,63.231,36%-<43%,Race Not Available,CashOut_Refinance,Investment,Originated,64.39,1,5,3
58680,42.0,255000,365000.0,69.0,43%-<50%,Black or African American,CashOut_Refinance,Principal_Residence,Originated,66.04,0,6,6
64396,298.0,485000,615000.0,80.0,<20%,White,Home_Purchase,Principal_Residence,Originated,68.07,2,7,5
8810,383.0,1525000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,42.04,5,7,1
45016,95.0,295000,305000.0,95.69,Unknown,Black or African American,Refinance,Principal_Residence,Approved_NotAccepted,53.39,0,6,6
18462,239.0,545000,785000.0,70.0,36%-<43%,Asian,Home_Purchase,Principal_Residence,Originated,96.14,2,7,5
29708,60.0,225000,375000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Incomplete,32.15,0,6,6
25007,44.0,125000,375000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Withdrawn,11.9,2,7,1
93513,452.0,825000,375000.0,78.353,Exempt,White,Refinance,Principal_Residence,Originated,40.46,5,6,6
83397,150.0,295000,495000.0,60.0,36%-<43%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,30.87,0,6,6
2431,372.0,1295000,1855000.0,69.865,30%-<36%,Race Not Available,Refinance,Principal_Residence,Denied,44.07,5,6,6
