,income,loan_amount,property_value,combined_loan_to_value_ratio,tract_minority_population_percent,occupancy_type,loan_purpose,loan_type,iso_score,anomaly_votes,category,global_outlier,contextual_outlier
10262,244.0,1005000,1755000.0,57.1429,69.09,Principal_Residence,CashOut_Refinance,Conventional,0.5286782145533064,1,Global outlier,True,False
10268,95.0,85000,375000.0,78.353,0.0,Investment,Other,Conventional,0.514391081438841,1,Global outlier,True,False
10273,521.0,655000,1255000.0,52.0,43.95,Principal_Residence,Home_Purchase,Conventional,0.5110355398925664,2,Both (global + contextual),True,True
10277,95.0,125000,165000.0,86.09,55.58,Investment,Home_Purchase,Conventional,0.4751672129748173,1,Global outlier,True,False
10297,76.0,285000,515000.0,54.264,54.96,Principal_Residence,CashOut_Refinance,VA,0.3961714643602021,0,Normal,False,False
10302,50.0,45000,195000.0,24.21,99.44,Principal_Residence,Refinance,Conventional,0.5373289113160973,0,Normal,False,False
10305,44.0,235000,375000.0,78.353,10.85,Principal_Residence,Refinance,Conventional,0.35692829817943306,0,Normal,False,False
10319,366.0,585000,1155000.0,51.0,85.11,Principal_Residence,CashOut_Refinance,Conventional,0.5097512823236269,1,Global outlier,True,False
10328,142.0,535000,375000.0,78.353,69.18,Principal_Residence,Home_Purchase,Conventional,0.45377588952619335,1,Global outlier,True,False
10331,218.0,155000,1075000.0,45.914,14.17,Principal_Residence,Refinance,Conventional,0.48863275904588216,1,Global outlier,True,False
10349,300.0,645000,905000.0,71.912,96.12,Principal_Residence,CashOut_Refinance,Conventional,0.4955405174928674,1,Contextual/local outlier,False,True
10351,20.0,35000,375000.0,78.353,28.91,Principal_Residence,Home_Purchase,Conventional,0.3767044113352342,0,Normal,False,False
10354,116.0,425000,605000.0,70.0,24.65,Principal_Residence,Other,Conventional,0.3678286478368476,0,Normal,False,False
10357,180.0,645000,735000.0,88.0,90.68,Principal_Residence,Home_Purchase,Conventional,0.4437967204913363,0,Normal,False,False
10383,2594.0,3325000,3705000.0,89.99,17.77,Second_Residence,Home_Purchase,Conventional,0.681894667645603,2,Global outlier,True,False
10390,59.0,285000,485000.0,59.007,0.0,Principal_Residence,Refinance,Conventional,0.5319921601753893,1,Global outlier,True,False
10418,131.0,95000,125000.0,72.0,83.92,Investment,Home_Purchase,Conventional,0.39606187732788606,0,Normal,False,False
10428,117.0,445000,495000.0,90.0,48.52,Principal_Residence,Home_Purchase,Conventional,0.38161690211686433,0,Normal,False,False
10447,107.0,365000,385000.0,95.0,78.24,Principal_Residence,Home_Purchase,Conventional,0.38038661800292434,0,Normal,False,False
10456,48.0,345000,375000.0,78.353,41.13,Principal_Residence,CashOut_Refinance,Conventional,0.38339241980829125,0,Normal,False,False
10474,135.0,535000,595000.0,90.0,19.25,Principal_Residence,Home_Purchase,Conventional,0.3781096714132916,0,Normal,False,False
10487,80.0,275000,285000.0,96.5,51.02,Principal_Residence,Home_Purchase,FHA,0.36640231156401626,0,Normal,False,False
10503,122.0,295000,365000.0,80.0,37.79,Principal_Residence,Home_Purchase,Conventional,0.3459283207746253,0,Normal,False,False
10506,86.0,35000,315000.0,90.371,62.37,Principal_Residence,Home_Improvement,Conventional,0.4759998729789471,1,Global outlier,True,False
10512,121.0,35000,375000.0,78.353,71.57,Principal_Residence,Other,Conventional,0.48050392282418,1,Global outlier,True,False
10515,95.0,185000,195000.0,78.353,89.29,Principal_Residence,Home_Purchase,FHA,0.4037944893001533,0,Normal,False,False
10518,53.0,305000,715000.0,41.829,86.11,Investment,Home_Improvement,Conventional,0.43812799053543905,1,Contextual/local outlier,False,True
10521,108.0,375000,465000.0,80.0,18.5,Principal_Residence,Home_Purchase,Conventional,0.3784498192007723,0,Normal,False,False
10547,116.0,795000,765000.0,79.22,16.23,Principal_Residence,CashOut_Refinance,VA,0.4017040131548956,0,Normal,False,False
10578,388.0,85000,745000.0,76.613,34.44,Principal_Residence,Home_Improvement,Conventional,0.431255031123146,0,Normal,False,False
10601,1400.0,2505000,4105000.0,60.98,20.97,Principal_Residence,Other,Conventional,0.6979484546831662,2,Global outlier,True,False
10606,95.0,265000,395000.0,67.0,53.22,Principal_Residence,CashOut_Refinance,Conventional,0.36556041665630784,0,Normal,False,False
10616,376.0,1855000,4455000.0,41.57,43.77,Principal_Residence,CashOut_Refinance,Conventional,0.6828351048121301,3,Global outlier,True,False
10621,338.0,235000,315000.0,80.0,47.47,Investment,Home_Purchase,Conventional,0.5022699612454805,1,Global outlier,True,False
10631,180.0,155000,355000.0,58.018,9.39,Investment,CashOut_Refinance,Conventional,0.4455198292641688,1,Contextual/local outlier,False,True
10646,274.0,555000,915000.0,60.44,72.26,Second_Residence,Home_Purchase,Conventional,0.5460925284776155,2,Global outlier,True,False
10648,59.0,95000,375000.0,78.353,43.45,Investment,Refinance,Conventional,0.3552274123859687,0,Normal,False,False
10650,73.0,355000,515000.0,68.63,65.59,Principal_Residence,Home_Purchase,Conventional,0.41076084967901527,0,Normal,False,False
10658,100051.0,125000,375000.0,78.353,32.92,Principal_Residence,Refinance,Conventional,0.5963101085496971,1,Global outlier,True,False
10663,95.0,1605000,3485000.0,45.977,44.41,Principal_Residence,CashOut_Refinance,Conventional,0.6118642276088512,2,Global outlier,True,False
10677,274.0,1205000,375000.0,78.353,63.58,Principal_Residence,CashOut_Refinance,Conventional,0.5200418458837341,2,Global outlier,True,False
10691,95.0,625000,995000.0,78.353,85.22,Principal_Residence,Refinance,Conventional,0.5262055515293991,1,Global outlier,True,False
10707,42.0,185000,195000.0,97.0,20.36,Principal_Residence,Home_Purchase,Conventional,0.36820615740796625,0,Normal,False,False
10715,72.0,155000,375000.0,78.353,37.83,Principal_Residence,Refinance,Conventional,0.3611496962250545,0,Normal,False,False
10741,163.0,405000,375000.0,52.146,19.1,Principal_Residence,Refinance,Conventional,0.4384831710056482,0,Normal,False,False
10745,462.0,375000,885000.0,42.034,11.55,Principal_Residence,Refinance,Conventional,0.46638957274736526,1,Global outlier,True,False
10759,71.0,155000,695000.0,21.739,72.18,Principal_Residence,Refinance,Conventional,0.5388660510064719,2,Both (global + contextual),True,True
10762,191.0,285000,375000.0,78.353,20.0,Principal_Residence,CashOut_Refinance,Conventional,0.37560802977326807,0,Normal,False,False
10767,293.0,495000,585000.0,85.01,9.45,Investment,Home_Purchase,Conventional,0.5053118623189699,1,Global outlier,True,False
10782,29.0,15000,375000.0,78.353,90.67,Principal_Residence,Other,Conventional,0.521631468102638,1,Global outlier,True,False
10786,1227.0,345000,1855000.0,79.999,8.12,Principal_Residence,Home_Improvement,Conventional,0.6122778753677088,2,Global outlier,True,False
10788,200.0,85000,365000.0,85.0,15.18,Principal_Residence,Other,Conventional,0.3682397618082183,0,Normal,False,False
10795,133.0,305000,385000.0,80.0,69.62,Principal_Residence,Home_Purchase,Conventional,0.37110401383643926,0,Normal,False,False
10811,270.0,275000,1505000.0,77.0,54.51,Principal_Residence,Home_Purchase,Conventional,0.5469152832491547,2,Global outlier,True,False
10813,615.0,1165000,1555000.0,75.0,24.69,Principal_Residence,Home_Purchase,Conventional,0.5529970969355987,1,Global outlier,True,False
10826,173.0,55000,425000.0,45.48,9.6,Principal_Residence,Other,Conventional,0.5066391780089212,1,Global outlier,True,False
10840,95.0,15000,235000.0,78.353,77.07,Principal_Residence,Home_Purchase,Conventional,0.4951567264038355,1,Global outlier,True,False
10867,120.0,275000,285000.0,96.5,19.25,Principal_Residence,Home_Purchase,FHA,0.36499794271564073,0,Normal,False,False
10869,1188.0,395000,1065000.0,37.513,24.25,Principal_Residence,Refinance,Conventional,0.5567830214446539,1,Global outlier,True,False
10882,162.0,55000,935000.0,88.467,47.25,Principal_Residence,Other,Conventional,0.4979286033115331,1,Global outlier,True,False
10887,54.0,25000,205000.0,12.5,17.61,Principal_Residence,Home_Improvement,Conventional,0.5513639352248446,1,Global outlier,True,False
10894,350.0,185000,615000.0,89.994,26.11,Principal_Residence,Refinance,Conventional,0.5085622258801737,2,Both (global + contextual),True,True
10901,109.0,35000,665000.0,33.973,10.19,Principal_Residence,Home_Improvement,Conventional,0.4951183282030246,1,Global outlier,True,False
10907,130.0,525000,905000.0,58.156,24.92,Investment,Refinance,Conventional,0.4743975754600888,1,Global outlier,True,False
10945,41.0,5000,375000.0,78.353,33.13,Principal_Residence,Home_Purchase,Conventional,0.45733029157091054,1,Global outlier,True,False
10954,484.0,2055000,3155000.0,65.128,24.35,Principal_Residence,Refinance,Conventional,0.6193117233622265,3,Both (global + contextual),True,True
10956,72.0,125000,135000.0,78.353,0.0,Principal_Residence,Home_Purchase,Conventional,0.5410974820039911,2,Global outlier,True,False
10963,72.0,405000,535000.0,75.0,58.0,Principal_Residence,Home_Purchase,Conventional,0.37304973188768153,0,Normal,False,False
10965,575.0,755000,995000.0,75.211,35.34,Principal_Residence,CashOut_Refinance,Conventional,0.49750225038015783,1,Global outlier,True,False
10977,568.0,1815000,2425000.0,75.0,24.86,Principal_Residence,Home_Purchase,Conventional,0.6051706886214999,1,Global outlier,True,False
10984,229.0,605000,765000.0,80.0,14.34,Principal_Residence,Home_Purchase,Conventional,0.5390163891288046,1,Global outlier,True,False
10985,66.0,55000,175000.0,62.387,15.73,Principal_Residence,Home_Improvement,Conventional,0.3794690773997862,0,Normal,False,False
11004,110.0,205000,315000.0,63.39,43.85,Principal_Residence,Home_Purchase,Conventional,0.4320250487714401,0,Normal,False,False
11005,564.0,2615000,7355000.0,35.511,26.71,Principal_Residence,Refinance,Conventional,0.7009111758755201,4,Both (global + contextual),True,True
11009,95.0,415000,375000.0,78.353,0.0,Investment,Home_Purchase,Conventional,0.5959748844234913,2,Global outlier,True,False
11022,493.0,825000,925000.0,89.99,26.62,Principal_Residence,Home_Purchase,Conventional,0.4835346959382614,1,Global outlier,True,False
11048,58.0,155000,195000.0,83.15,8.13,Principal_Residence,Refinance,Conventional,0.4618709280776234,1,Global outlier,True,False
11050,17.0,15000,85000.0,17.121,72.56,Principal_Residence,CashOut_Refinance,Conventional,0.5239136996765947,1,Contextual/local outlier,False,True
11052,157.0,55000,265000.0,75.58,19.51,Principal_Residence,Home_Improvement,Conventional,0.36810649351820574,0,Normal,False,False
11081,119.0,135000,1065000.0,38.935,78.42,Principal_Residence,Other,Conventional,0.48506647336048003,1,Global outlier,True,False
11082,19.0,25000,375000.0,6.016,0.0,Principal_Residence,Other,Conventional,0.6200385506095971,3,Global outlier,True,False
11092,65.0,275000,285000.0,96.5,58.99,Principal_Residence,Home_Purchase,FHA,0.38474366298612533,0,Normal,False,False
11115,101.0,295000,375000.0,78.353,84.69,Principal_Residence,Home_Purchase,VA,0.3759808206385494,0,Normal,False,False
11121,68.0,215000,395000.0,54.203,69.88,Principal_Residence,CashOut_Refinance,Conventional,0.38207508961593695,0,Normal,False,False
11127,343.0,435000,3205000.0,70.219,9.63,Principal_Residence,Refinance,Conventional,0.5708306404788216,1,Global outlier,True,False
11152,103.0,255000,255000.0,101.75,39.85,Principal_Residence,Home_Purchase,Conventional,0.3906252725223531,0,Normal,False,False
11157,131.0,105000,365000.0,41.944,39.06,Principal_Residence,Refinance,Conventional,0.3884252483911763,0,Normal,False,False
11159,81.0,505000,2205000.0,68.045,43.08,Principal_Residence,Home_Improvement,Conventional,0.5106232561588184,0,Normal,False,False
11170,74.0,145000,375000.0,78.353,86.06,Principal_Residence,Other,Conventional,0.4185253808149444,0,Normal,False,False
11180,27.0,45000,295000.0,13.79,32.37,Principal_Residence,Other,Conventional,0.47266891974000524,0,Normal,False,False
11189,134.0,265000,375000.0,78.353,86.27,Principal_Residence,Refinance,FHA,0.3783332275549027,0,Normal,False,False
11193,31.0,85000,95000.0,96.5,0.0,Principal_Residence,Home_Purchase,Conventional,0.5401557703971969,2,Global outlier,True,False
11196,81.0,125000,185000.0,73.333,25.71,Principal_Residence,Refinance,Conventional,0.4135466626677866,0,Normal,False,False
11200,95.0,905000,1135000.0,78.353,29.21,Principal_Residence,Home_Purchase,Conventional,0.43523161372224295,0,Normal,False,False
11208,95.0,75000,85000.0,78.353,96.33,Principal_Residence,NotApplicable,FHA,0.42298632938371267,0,Normal,False,False
11212,56.0,245000,485000.0,51.01,36.45,Principal_Residence,Home_Purchase,Conventional,0.38758207648688603,0,Normal,False,False
11225,85.0,25000,205000.0,99.526,8.07,Principal_Residence,Home_Improvement,Conventional,0.410036108418855,0,Normal,False,False
11234,62.0,135000,145000.0,90.0,83.73,Principal_Residence,Home_Purchase,Conventional,0.3949948082517218,0,Normal,False,False
11252,186.0,255000,1385000.0,46.3,48.48,Principal_Residence,Other,Conventional,0.5253206384860724,2,Global outlier,True,False
11267,42.0,95000,375000.0,78.353,22.63,Principal_Residence,CashOut_Refinance,Conventional,0.42211357912298336,0,Normal,False,False
11282,98.0,155000,855000.0,17.647,15.94,Principal_Residence,Home_Purchase,Conventional,0.4935443341101588,1,Global outlier,True,False
11305,133.0,395000,775000.0,50.792,44.4,Principal_Residence,CashOut_Refinance,Conventional,0.48586533836525014,1,Global outlier,True,False
11306,2136.0,795000,985000.0,78.353,32.28,Second_Residence,Home_Purchase,Conventional,0.5495233492890804,1,Global outlier,True,False
11325,0.0,45000,255000.0,77.78,20.9,Principal_Residence,Other,Conventional,0.43706713641193073,0,Normal,False,False
11335,105.0,35000,195000.0,19.0,20.9,Principal_Residence,Refinance,Conventional,0.5196303457487926,1,Global outlier,True,False
11343,567.0,105000,95000.0,78.353,47.46,Principal_Residence,Home_Purchase,Conventional,0.45312203364365367,0,Normal,False,False
11353,95.0,425000,425000.0,78.353,29.14,Principal_Residence,Home_Purchase,VA,0.356460705524278,0,Normal,False,False
11354,95.0,75000,125000.0,78.353,69.27,Investment,CashOut_Refinance,Conventional,0.38621765665723684,0,Normal,False,False
11372,95.0,335000,455000.0,75.0,13.31,Investment,Home_Purchase,Conventional,0.37883327865352895,0,Normal,False,False
11377,95.0,235000,235000.0,97.0,14.45,Principal_Residence,Home_Purchase,Conventional,0.3687910684519649,0,Normal,False,False
11390,93.0,35000,25000.0,594.772,54.13,Principal_Residence,Refinance,Conventional,0.4630393057115999,1,Global outlier,True,False
11405,65.0,135000,245000.0,55.0,92.09,Principal_Residence,CashOut_Refinance,Conventional,0.4636769298764309,0,Normal,False,False
11408,261.0,505000,625000.0,80.0,0.0,Principal_Residence,Home_Purchase,Conventional,0.5476485648345168,2,Global outlier,True,False
11410,53.0,285000,295000.0,78.353,86.75,Principal_Residence,Home_Purchase,FHA,0.39924021245652,0,Normal,False,False
11436,50.0,85000,375000.0,78.353,14.93,Principal_Residence,Home_Purchase,Conventional,0.3958401885801572,0,Normal,False,False
11454,95.0,2995000,375000.0,78.353,33.8,Investment,Home_Purchase,Conventional,0.5340650462894306,1,Global outlier,True,False
11457,400.0,235000,705000.0,144.4,22.07,Principal_Residence,Home_Improvement,Conventional,0.515675404862466,2,Both (global + contextual),True,True
11489,254.0,475000,595000.0,80.0,38.18,Principal_Residence,Home_Purchase,Conventional,0.38854855272092065,0,Normal,False,False
11490,196.0,335000,375000.0,78.353,71.64,Principal_Residence,CashOut_Refinance,Conventional,0.3946705027586985,0,Normal,False,False
11491,155.0,295000,415000.0,71.951,55.41,Principal_Residence,Home_Purchase,VA,0.4030064164074143,0,Normal,False,False
11497,154.0,565000,705000.0,80.0,0.0,Principal_Residence,Home_Purchase,Conventional,0.5440202757225204,1,Global outlier,True,False
11525,95.0,265000,505000.0,78.353,0.0,Investment,Other,Conventional,0.591360259787907,2,Global outlier,True,False
11545,29.0,65000,375000.0,78.353,34.37,Principal_Residence,CashOut_Refinance,Conventional,0.37098847255309836,0,Normal,False,False
11551,672.0,175000,475000.0,93.431,14.87,Principal_Residence,Home_Improvement,Conventional,0.4783206128958055,1,Global outlier,True,False
11555,95.0,835000,855000.0,78.353,87.55,Principal_Residence,Home_Purchase,FHA,0.4764228866362642,1,Global outlier,True,False
11559,181.0,185000,265000.0,71.154,24.97,Investment,CashOut_Refinance,Conventional,0.4160934820515658,0,Normal,False,False
11575,240.0,45000,635000.0,82.849,31.85,Principal_Residence,Home_Improvement,Conventional,0.47026213151733576,0,Normal,False,False
11584,135.0,225000,375000.0,78.353,14.74,Principal_Residence,Refinance,Conventional,0.38901089346463286,0,Normal,False,False
11590,276.0,255000,1135000.0,72.638,6.92,Principal_Residence,Home_Improvement,Conventional,0.48255013912755323,2,Global outlier,True,False
11600,27.0,75000,75000.0,78.353,0.0,Principal_Residence,Home_Purchase,Conventional,0.5539263903365715,2,Global outlier,True,False
11618,42.0,45000,55000.0,97.0,0.0,Principal_Residence,Home_Purchase,Conventional,0.5428969024040087,2,Global outlier,True,False
11621,358.0,1565000,1845000.0,85.0,64.78,Principal_Residence,Home_Purchase,Conventional,0.5715057172413921,1,Global outlier,True,False
11622,98.0,315000,315000.0,96.5,17.43,Principal_Residence,Home_Purchase,FHA,0.3669704290960783,0,Normal,False,False
11625,195.0,375000,395000.0,95.0,22.3,Principal_Residence,Home_Purchase,Conventional,0.3834734383463843,0,Normal,False,False
11626,255.0,505000,1805000.0,54.3821,90.55,Principal_Residence,Other,Conventional,0.5384004171026148,1,Global outlier,True,False
11632,191.0,805000,3435000.0,23.324,20.26,Principal_Residence,Home_Purchase,Conventional,0.6141559187869591,2,Global outlier,True,False
11641,1728.0,855000,4305000.0,19.77,38.56,Principal_Residence,Refinance,Conventional,0.6892388282500581,3,Global outlier,True,False
11647,52.0,45000,475000.0,62.912,23.86,Principal_Residence,Other,Conventional,0.40656995452720257,0,Normal,False,False
11655,301.0,95000,585000.0,56.752,18.87,Principal_Residence,Refinance,Conventional,0.41681340658905125,1,Global outlier,True,False
11677,95.0,345000,375000.0,78.353,30.32,Investment,Home_Purchase,Conventional,0.3620628710212137,0,Normal,False,False
11678,57.0,365000,525000.0,70.0,60.63,Principal_Residence,CashOut_Refinance,Conventional,0.4462773513879343,1,Global outlier,True,False
11698,401.0,605000,3675000.0,26.93,85.28,Principal_Residence,Other,Conventional,0.6537686783715363,3,Both (global + contextual),True,True
11712,146.0,385000,405000.0,95.0,12.46,Principal_Residence,Home_Purchase,Conventional,0.36710774755226244,0,Normal,False,False
11736,432.0,505000,935000.0,53.476,73.4,Second_Residence,Other,Conventional,0.5217227121479938,1,Global outlier,True,False
11745,380.0,255000,375000.0,78.353,69.77,Principal_Residence,Other,Conventional,0.542442708304109,2,Global outlier,True,False
11746,65.0,435000,435000.0,99.927,20.21,Principal_Residence,Home_Purchase,VA,0.39108437724190537,0,Normal,False,False
11755,95.0,1155000,2405000.0,48.0,34.07,Investment,Home_Purchase,Conventional,0.5487992805256762,2,Both (global + contextual),True,True
11764,302.0,295000,605000.0,49.0,59.63,Investment,CashOut_Refinance,Conventional,0.48676644703361327,1,Global outlier,True,False
11766,137.0,395000,505000.0,77.83,77.89,Principal_Residence,Refinance,Conventional,0.39610210420283165,0,Normal,False,False
11775,98.0,245000,365000.0,67.105,43.97,Principal_Residence,Home_Purchase,Conventional,0.36711418046007305,0,Normal,False,False
11793,421.0,265000,335000.0,80.0,13.31,Second_Residence,Home_Purchase,Conventional,0.48293010060316605,1,Global outlier,True,False
11798,9.0,665000,5095000.0,12.967,29.63,Principal_Residence,CashOut_Refinance,Conventional,0.6511631718217821,3,Global outlier,True,False
11803,62.0,235000,245000.0,78.353,55.07,Principal_Residence,Home_Purchase,Conventional,0.362982290425548,0,Normal,False,False
11809,341.0,525000,375000.0,80.0,0.0,Principal_Residence,Home_Purchase,Conventional,0.5537095263150895,2,Global outlier,True,False
11811,95.0,415000,455000.0,78.353,53.54,Principal_Residence,Home_Purchase,FHA,0.39892636684619764,0,Normal,False,False
11812,114.0,25000,175000.0,56.057,16.29,Principal_Residence,Refinance,Conventional,0.4621555758682318,1,Global outlier,True,False
11814,168.0,695000,925000.0,75.0,56.66,Principal_Residence,CashOut_Refinance,Conventional,0.4410331755915584,0,Normal,False,False
11833,50.0,165000,245000.0,90.204,44.87,Principal_Residence,Refinance,Conventional,0.3849800135697188,0,Normal,False,False
11842,144.0,345000,365000.0,93.0,17.01,Principal_Residence,Home_Purchase,Conventional,0.3734272480444232,0,Normal,False,False
11885,53.0,155000,275000.0,56.77,28.96,Principal_Residence,Refinance,Conventional,0.3682313715512386,0,Normal,False,False
11887,89.0,405000,375000.0,78.353,76.19,Principal_Residence,CashOut_Refinance,FHA,0.3966737199900977,0,Normal,False,False
11905,204.0,525000,655000.0,80.0,30.12,Principal_Residence,Home_Purchase,Conventional,0.404467691393841,0,Normal,False,False
11918,95.0,155000,275000.0,137.43,95.17,Investment,Home_Purchase,Conventional,0.5694208518803019,2,Both (global + contextual),True,True
11931,115.0,65000,165000.0,39.63,10.74,Principal_Residence,Other,Conventional,0.5037167810879267,1,Global outlier,True,False
11959,155.0,225000,1915000.0,31.19,70.51,Principal_Residence,Other,Conventional,0.5604187479427664,1,Global outlier,True,False
11974,57.0,235000,365000.0,65.28,14.62,Principal_Residence,Refinance,Conventional,0.3778142620958094,0,Normal,False,False
11975,610.0,505000,3205000.0,62.0,13.22,Principal_Residence,Home_Improvement,Conventional,0.6109674354279865,2,Global outlier,True,False
11984,476.0,2405000,4755000.0,50.526,42.42,Investment,Refinance,Conventional,0.6637281424313871,2,Global outlier,True,False
11988,63.0,55000,255000.0,20.0,90.59,Principal_Residence,Other,Conventional,0.5623935329497878,1,Global outlier,True,False
11990,177.0,95000,1175000.0,8.369,32.62,Principal_Residence,CashOut_Refinance,Conventional,0.5267280940401854,1,Global outlier,True,False
12000,79.0,155000,655000.0,22.866,36.72,Principal_Residence,Refinance,Conventional,0.5290008425995449,1,Global outlier,True,False
12004,52.0,45000,205000.0,49.618,9.38,Principal_Residence,Other,Conventional,0.40178437783267323,0,Normal,False,False
12010,52.0,55000,205000.0,203.52,67.95,Principal_Residence,Other,Conventional,0.487335505494219,1,Contextual/local outlier,False,True
12023,161.0,55000,555000.0,106.387,13.7,Principal_Residence,Home_Improvement,Conventional,0.42751596144909115,0,Normal,False,False
12037,186.0,485000,515000.0,94.99,27.78,Principal_Residence,Home_Purchase,Conventional,0.40378048268668615,0,Normal,False,False
12042,297.0,175000,735000.0,94.98,28.03,Principal_Residence,Home_Improvement,Conventional,0.45325005354064307,1,Global outlier,True,False
12044,317.0,1465000,1835000.0,89.826,88.33,Principal_Residence,Home_Purchase,Conventional,0.6085652431358388,2,Both (global + contextual),True,True
12051,123.0,335000,345000.0,96.5,0.0,Principal_Residence,Home_Purchase,FHA,0.5270558501846847,2,Global outlier,True,False
12077,301.0,1445000,1705000.0,85.0,33.27,Principal_Residence,Home_Purchase,Conventional,0.5414196325974175,1,Global outlier,True,False
12084,79.0,85000,375000.0,78.353,96.18,Principal_Residence,CashOut_Refinance,FHA,0.41997663600512364,0,Normal,False,False
12096,95.0,495000,505000.0,78.353,56.33,Principal_Residence,Home_Purchase,FHA,0.41618942081441046,0,Normal,False,False
12099,223.0,735000,935000.0,78.632,0.0,Principal_Residence,Home_Purchase,Conventional,0.5640711097225459,2,Global outlier,True,False
12103,328.0,755000,2125000.0,35.3,48.92,Principal_Residence,CashOut_Refinance,Conventional,0.5863369813816475,1,Global outlier,True,False
12117,67.0,135000,175000.0,76.136,29.75,Principal_Residence,Refinance,Conventional,0.3663780507940025,0,Normal,False,False
12128,406.0,325000,405000.0,80.0,15.35,Principal_Residence,CashOut_Refinance,Conventional,0.4461519317365758,0,Normal,False,False
12138,233.0,205000,1065000.0,48.636,75.34,Principal_Residence,Home_Improvement,Conventional,0.5362946610038453,1,Global outlier,True,False
12143,26.0,115000,125000.0,91.667,67.7,Principal_Residence,Home_Purchase,FHA,0.4218641426995589,0,Normal,False,False
12149,230.0,225000,285000.0,80.0,0.0,Investment,Home_Purchase,Conventional,0.5632584242888004,2,Global outlier,True,False
12159,77.0,55000,235000.0,46.3,67.53,Principal_Residence,Home_Improvement,Conventional,0.4253799169023497,0,Normal,False,False
12164,711.0,2505000,5525000.0,45.25,16.23,Principal_Residence,Home_Purchase,Conventional,0.6866500857262132,3,Global outlier,True,False
12174,92.0,335000,475000.0,69.789,77.61,Investment,CashOut_Refinance,Conventional,0.4270161385607177,1,Contextual/local outlier,False,True
12177,75.0,255000,375000.0,78.353,31.75,Principal_Residence,Refinance,Conventional,0.3500890391455162,0,Normal,False,False
12181,87.0,65000,75000.0,78.353,82.79,Principal_Residence,Home_Purchase,Conventional,0.43671662807994616,0,Normal,False,False
12187,47.0,95000,375000.0,78.353,15.0,Principal_Residence,Home_Purchase,VA,0.3684156705367473,0,Normal,False,False
12206,95.0,185000,365000.0,49.46,53.35,Principal_Residence,Refinance,FHA,0.45673094178742535,0,Normal,False,False
12207,95.0,245000,265000.0,78.353,19.12,Principal_Residence,Home_Purchase,FHA,0.3464500785236261,0,Normal,False,False
12210,116.0,185000,225000.0,80.0,6.2,Principal_Residence,CashOut_Refinance,Conventional,0.36507647522421444,0,Normal,False,False
12229,142.0,335000,335000.0,96.5,40.22,Principal_Residence,Home_Purchase,FHA,0.4302599049772234,0,Normal,False,False
12230,30.0,145000,145000.0,96.5,9.89,Principal_Residence,Home_Purchase,FHA,0.3954934306632862,0,Normal,False,False
12235,150.0,355000,395000.0,89.998,57.35,Principal_Residence,Home_Purchase,Conventional,0.3885473162506655,0,Normal,False,False
12259,412.0,905000,1005000.0,90.0,12.75,Principal_Residence,Home_Purchase,Conventional,0.4818201352679055,1,Global outlier,True,False
12294,248.0,165000,1165000.0,85.5,22.58,Principal_Residence,Home_Improvement,Conventional,0.5119071208782603,1,Global outlier,True,False
12331,59.0,165000,175000.0,94.0,52.88,Principal_Residence,Home_Purchase,Conventional,0.37952459674449374,0,Normal,False,False
12340,143.0,325000,1075000.0,75.58,45.5,Principal_Residence,Other,Conventional,0.5167561942480793,1,Global outlier,True,False
12352,95.0,35000,375000.0,78.353,13.94,Principal_Residence,Home_Improvement,Conventional,0.46189211079563874,1,Global outlier,True,False
12353,478.0,875000,1255000.0,78.353,41.7,Principal_Residence,Home_Purchase,Conventional,0.5137031440122966,1,Global outlier,True,False
12363,409.0,905000,1205000.0,75.0,20.51,Principal_Residence,Home_Purchase,Conventional,0.5149680035232234,2,Global outlier,True,False
12365,96.0,55000,655000.0,80.182,9.63,Principal_Residence,Home_Improvement,Conventional,0.48873673763445463,1,Global outlier,True,False
12382,1054.0,465000,555000.0,85.0,81.48,Principal_Residence,Home_Purchase,Conventional,0.5019227844181325,1,Contextual/local outlier,False,True
12393,95.0,135000,225000.0,60.0,48.16,Investment,CashOut_Refinance,Conventional,0.3920447724634804,0,Normal,False,False
12421,185.0,125000,375000.0,78.353,70.78,Investment,Home_Purchase,Conventional,0.3753450979448675,0,Normal,False,False
12430,43.0,55000,205000.0,26.0,30.22,Investment,Refinance,Conventional,0.4617823896065922,1,Contextual/local outlier,False,True
12439,61.0,15000,225000.0,70.761,55.65,Principal_Residence,Other,Conventional,0.4906348023353773,1,Global outlier,True,False
12449,43.0,45000,265000.0,72.09,35.5,Principal_Residence,Other,Conventional,0.5126214719972965,1,Global outlier,True,False
12467,528.0,155000,1665000.0,67.66,52.3,Principal_Residence,Home_Improvement,Conventional,0.5922319179477776,3,Both (global + contextual),True,True
12472,110.0,905000,1805000.0,50.0,0.0,Principal_Residence,Home_Purchase,Conventional,0.6233385501476192,4,Both (global + contextual),True,True
12473,3144.0,1085000,1805000.0,60.0,3.43,Second_Residence,Other,Conventional,0.6283619584472636,2,Global outlier,True,False
12485,20.0,135000,255000.0,78.353,43.88,Principal_Residence,Refinance,Conventional,0.3640084256276624,0,Normal,False,False
12506,0.0,25000,375000.0,78.353,8.0,Principal_Residence,Home_Improvement,Conventional,0.39498020152194463,0,Normal,False,False
12529,53.0,435000,385000.0,68.831,0.0,Principal_Residence,Home_Purchase,Conventional,0.5398395798754643,1,Global outlier,True,False
