,income,loan_amount,property_value,combined_loan_to_value_ratio,tract_minority_population_percent,occupancy_type,loan_purpose,loan_type,iso_score,anomaly_votes,category,global_outlier,contextual_outlier
77695,95.0,305000,1005000.0,38.0,10.13,Investment,Refinance,Conventional,0.5520612105186022,2,Global outlier,True,False
77698,39.0,185000,185000.0,96.5,22.18,Principal_Residence,Home_Purchase,FHA,0.3677513195137989,0,Normal,False,False
77699,171.0,175000,255000.0,78.353,82.21,Investment,Home_Purchase,Conventional,0.5087469762990444,1,Global outlier,True,False
77704,49.0,335000,665000.0,78.353,37.98,Principal_Residence,Home_Improvement,FHA,0.3925784200733309,0,Normal,False,False
77726,95.0,185000,185000.0,78.353,26.25,Principal_Residence,Home_Purchase,VA,0.3496471106349286,0,Normal,False,False
77788,51.0,45000,315000.0,14.0,40.2,Investment,Refinance,Conventional,0.5488833594245279,1,Global outlier,True,False
77792,186.0,405000,855000.0,78.353,14.77,Principal_Residence,CashOut_Refinance,Conventional,0.48233782509496265,1,Global outlier,True,False
77795,777.0,275000,375000.0,75.0,66.69,Second_Residence,Home_Purchase,Conventional,0.45070163662890683,0,Normal,False,False
77830,125.0,375000,465000.0,80.0,47.37,Principal_Residence,Home_Purchase,Conventional,0.35438818744592854,0,Normal,False,False
77832,472.0,705000,1465000.0,47.782,5.89,Second_Residence,Home_Improvement,Conventional,0.5162363620723605,1,Global outlier,True,False
77852,127.0,385000,385000.0,78.353,28.5,Principal_Residence,Home_Purchase,VA,0.3493192056083037,0,Normal,False,False
77885,95.0,65000,115000.0,78.353,88.56,Investment,Refinance,Conventional,0.5075225412387693,1,Global outlier,True,False
77888,47.0,145000,145000.0,95.0,62.72,Principal_Residence,Home_Purchase,FHA,0.3841038270192181,0,Normal,False,False
77910,100.0,25000,335000.0,72.73,65.37,Principal_Residence,Other,Conventional,0.47367605059314155,1,Global outlier,True,False
77916,90.0,295000,495000.0,60.0,10.46,Principal_Residence,Home_Purchase,Conventional,0.3706561863533799,0,Normal,False,False
77925,772.0,285000,375000.0,75.0,39.31,Investment,Home_Purchase,Conventional,0.44532729794821585,1,Contextual/local outlier,False,True
77940,95.0,125000,145000.0,80.0,31.88,Investment,Home_Purchase,Conventional,0.4582159712902885,1,Global outlier,True,False
77949,103.0,3005000,9105000.0,33.022,16.47,Principal_Residence,Refinance,Conventional,0.697410477557887,4,Both (global + contextual),True,True
77967,78.0,85000,125000.0,80.39,90.57,Principal_Residence,Home_Improvement,Conventional,0.4114812496101507,0,Normal,False,False
77979,77.0,485000,605000.0,80.0,0.0,Principal_Residence,Home_Purchase,Conventional,0.535706946541742,1,Global outlier,True,False
77992,151.0,265000,375000.0,78.353,12.14,Principal_Residence,Refinance,Conventional,0.35425863905476257,0,Normal,False,False
78003,-79.0,1105000,1905000.0,57.89,37.27,Principal_Residence,CashOut_Refinance,Conventional,0.5655565052448018,3,Both (global + contextual),True,True
78005,96.0,105000,135000.0,75.0,24.81,Investment,CashOut_Refinance,Conventional,0.45620847144222076,1,Global outlier,True,False
78011,145.0,365000,455000.0,80.022,0.0,Principal_Residence,Home_Purchase,Conventional,0.5273001966393864,1,Global outlier,True,False
78012,300.0,125000,375000.0,78.353,10.67,Principal_Residence,Other,Conventional,0.4349450483175279,0,Normal,False,False
78016,258.0,645000,375000.0,78.353,46.28,Principal_Residence,Home_Purchase,Conventional,0.405270559432688,0,Normal,False,False
78018,173.0,365000,385000.0,95.0,16.7,Principal_Residence,Home_Purchase,Conventional,0.37330579287157045,0,Normal,False,False
78031,92.0,375000,375000.0,96.5,83.42,Principal_Residence,Home_Purchase,FHA,0.3936588289057335,0,Normal,False,False
78041,48.0,75000,375000.0,78.353,0.0,Investment,Home_Purchase,Conventional,0.5570811170155464,2,Global outlier,True,False
78051,104.0,315000,375000.0,78.353,0.0,Principal_Residence,Home_Purchase,Conventional,0.5150899261494224,1,Global outlier,True,False
78064,89.0,65000,215000.0,73.723,25.36,Principal_Residence,Refinance,Conventional,0.4299541539065382,0,Normal,False,False
78065,80.0,315000,325000.0,101.409,94.4,Principal_Residence,Home_Purchase,FHA,0.42659123424800716,0,Normal,False,False
78077,65.0,185000,375000.0,78.353,36.57,Principal_Residence,Home_Purchase,Conventional,0.36900374843072914,0,Normal,False,False
78100,95.0,255000,375000.0,78.353,24.65,Principal_Residence,Home_Purchase,Conventional,0.34649294158409955,0,Normal,False,False
78116,68.0,185000,545000.0,61.02,22.47,Principal_Residence,Home_Improvement,Conventional,0.363500772877015,0,Normal,False,False
78131,25.0,15000,215000.0,51.312,6.68,Principal_Residence,Home_Improvement,Conventional,0.4083692958158331,0,Normal,False,False
78135,120.0,165000,375000.0,78.353,15.25,Second_Residence,Home_Purchase,Conventional,0.3581262750714046,0,Normal,False,False
78139,105.0,215000,235000.0,94.75,39.92,Principal_Residence,Home_Purchase,Conventional,0.40471515908103484,0,Normal,False,False
78144,260.0,135000,315000.0,41.82,50.11,Investment,Refinance,Conventional,0.4517085381612756,1,Global outlier,True,False
78147,60.0,165000,165000.0,100.0,6.24,Principal_Residence,Home_Purchase,VA,0.38625517318707264,0,Normal,False,False
78161,60.0,185000,465000.0,39.565,15.03,Investment,Refinance,Conventional,0.43364671342040195,1,Contextual/local outlier,False,True
78176,260.0,75000,375000.0,78.353,16.25,Principal_Residence,Other,Conventional,0.4974171919701741,1,Global outlier,True,False
78201,468.0,2105000,2625000.0,80.0,23.66,Principal_Residence,Home_Purchase,Conventional,0.582987052851713,1,Global outlier,True,False
78209,150.0,725000,1105000.0,65.455,16.94,Principal_Residence,Refinance,Conventional,0.5226030806182987,1,Global outlier,True,False
78210,103.0,65000,435000.0,76.71,32.7,Principal_Residence,Other,Conventional,0.37849778814034535,0,Normal,False,False
78211,10.0,105000,655000.0,15.38,51.39,Principal_Residence,Other,Conventional,0.49963471764845035,1,Contextual/local outlier,False,True
78218,2.0,205000,5000.0,9999.999,2.88,Principal_Residence,Home_Improvement,Conventional,0.5000092158676047,1,Global outlier,True,False
78226,74.0,365000,385000.0,95.0,51.84,Principal_Residence,Home_Purchase,Conventional,0.3911617138764528,0,Normal,False,False
78241,7788.0,545000,905000.0,60.0,38.84,Second_Residence,Home_Purchase,Conventional,0.5696176490277244,0,Normal,False,False
78242,121.0,125000,245000.0,89.872,60.21,Principal_Residence,Refinance,Conventional,0.42462738816511275,0,Normal,False,False
78245,95.0,175000,235000.0,78.353,10.29,Principal_Residence,NotApplicable,Conventional,0.37597709492069464,0,Normal,False,False
78252,116.0,185000,215000.0,89.048,19.47,Principal_Residence,CashOut_Refinance,Conventional,0.4630275664877863,1,Global outlier,True,False
78259,92.0,285000,375000.0,78.353,65.46,Principal_Residence,Refinance,Conventional,0.3782435761247529,0,Normal,False,False
78268,78.0,295000,425000.0,70.86,79.63,Principal_Residence,Refinance,Conventional,0.4429525932043066,0,Normal,False,False
78280,112.0,425000,845000.0,50.12,50.08,Principal_Residence,Refinance,Conventional,0.4313317550986064,0,Normal,False,False
78294,50.0,145000,145000.0,100.0,0.0,Principal_Residence,Home_Purchase,VA,0.5350488574428934,2,Global outlier,True,False
78306,105.0,555000,375000.0,78.353,29.48,Principal_Residence,Other,Conventional,0.37004244264733815,0,Normal,False,False
78356,552.0,505000,375000.0,78.353,10.53,Principal_Residence,Other,Conventional,0.5318725780459332,2,Global outlier,True,False
78364,244.0,615000,375000.0,78.353,65.63,Investment,Home_Purchase,Conventional,0.4365154806260195,0,Normal,False,False
78370,125.0,115000,121805000.0,50.06,47.0,Principal_Residence,Other,Conventional,0.5866021398768164,2,Global outlier,True,False
78374,288.0,185000,335000.0,56.061,13.37,Principal_Residence,CashOut_Refinance,Conventional,0.5252614225761304,2,Global outlier,True,False
78383,70.0,175000,225000.0,77.778,0.0,Principal_Residence,Home_Purchase,Conventional,0.51493748150834,1,Global outlier,True,False
78393,620.0,495000,1605000.0,64.996,20.02,Principal_Residence,CashOut_Refinance,Conventional,0.5829839377954205,1,Global outlier,True,False
78395,95.0,145000,375000.0,78.353,3.28,Principal_Residence,Home_Purchase,Conventional,0.41287063429158793,0,Normal,False,False
78399,42.0,385000,375000.0,78.353,19.6,Principal_Residence,CashOut_Refinance,Conventional,0.4298082656769442,0,Normal,False,False
78420,40.0,105000,105000.0,97.0,8.14,Principal_Residence,Home_Purchase,Conventional,0.3859693972358803,0,Normal,False,False
78424,71.0,125000,375000.0,78.353,0.0,Investment,Home_Purchase,Conventional,0.5618938194697826,4,Both (global + contextual),True,True
78429,117.0,185000,195000.0,95.0,44.04,Principal_Residence,Home_Purchase,Conventional,0.3628045583350541,0,Normal,False,False
78430,199.0,635000,845000.0,75.0,52.15,Principal_Residence,CashOut_Refinance,Conventional,0.42022670625932956,0,Normal,False,False
78432,48.0,85000,375000.0,78.353,0.0,Principal_Residence,Home_Purchase,Conventional,0.5402961676920515,2,Global outlier,True,False
78445,95.0,185000,335000.0,83.2,61.22,Investment,Home_Purchase,Conventional,0.47203618009644227,1,Global outlier,True,False
78450,69.0,185000,375000.0,78.353,14.88,Principal_Residence,Home_Purchase,Conventional,0.34533497377901134,0,Normal,False,False
78453,237.0,175000,985000.0,85.7,87.02,Principal_Residence,Home_Improvement,Conventional,0.4688636853742261,0,Normal,False,False
78464,50.0,55000,85000.0,58.824,17.38,Principal_Residence,Home_Improvement,Conventional,0.46115760354443164,1,Global outlier,True,False
78471,191.0,85000,1225000.0,21.63,11.71,Principal_Residence,Other,Conventional,0.5277089300605814,1,Global outlier,True,False
78472,95.0,255000,275000.0,95.0,31.27,Principal_Residence,Home_Purchase,Conventional,0.36953462202712617,0,Normal,False,False
78483,149.0,455000,455000.0,100.0,18.13,Principal_Residence,Home_Purchase,VA,0.4064957930027078,1,Contextual/local outlier,False,True
78489,115.0,325000,665000.0,48.485,78.5,Investment,CashOut_Refinance,Conventional,0.47711108797909996,0,Normal,False,False
78495,17.0,25000,75000.0,31.47,12.66,Principal_Residence,Refinance,Conventional,0.4796395627226501,0,Normal,False,False
78522,282.0,1085000,1355000.0,80.0,56.49,Principal_Residence,Home_Purchase,Conventional,0.5177623970717975,1,Global outlier,True,False
78551,42.0,155000,155000.0,96.5,99.33,Principal_Residence,Home_Purchase,FHA,0.5751878116305488,2,Global outlier,True,False
78554,95.0,475000,375000.0,78.353,0.0,Investment,Refinance,Conventional,0.5255297113869866,1,Global outlier,True,False
78576,150.0,195000,375000.0,78.353,23.57,Principal_Residence,CashOut_Refinance,VA,0.3571159842739421,0,Normal,False,False
78583,420.0,425000,785000.0,53.846,7.19,Principal_Residence,Refinance,Conventional,0.5102783679015588,1,Global outlier,True,False
78584,92.0,155000,485000.0,117.97,19.17,Investment,Home_Purchase,Conventional,0.46228506770483224,0,Normal,False,False
78590,222.0,215000,245000.0,85.714,78.56,Investment,Home_Improvement,Conventional,0.39696245175017825,1,Contextual/local outlier,False,True
78603,45.0,105000,375000.0,78.353,29.62,Principal_Residence,Home_Purchase,Conventional,0.36258674207152697,0,Normal,False,False
78619,66.0,165000,165000.0,96.5,10.92,Principal_Residence,Home_Purchase,FHA,0.3679202152623126,0,Normal,False,False
78621,79.0,185000,375000.0,78.353,19.23,Principal_Residence,CashOut_Refinance,FHA,0.3438309668844815,0,Normal,False,False
78632,3000.0,175000,1055000.0,90.105,52.92,Principal_Residence,Home_Improvement,Conventional,0.5731498566044646,3,Both (global + contextual),True,True
78644,345.0,765000,1305000.0,58.692,40.34,Principal_Residence,Refinance,Conventional,0.5097947289423259,1,Global outlier,True,False
78650,32.0,175000,215000.0,80.0,0.0,Principal_Residence,Home_Purchase,Conventional,0.5250565680153918,1,Global outlier,True,False
78651,219.0,65000,855000.0,73.0,59.35,Principal_Residence,Home_Improvement,Conventional,0.5028257812455367,1,Global outlier,True,False
78662,511.0,755000,1005000.0,75.0,82.08,Principal_Residence,Home_Purchase,Conventional,0.5288774549676889,1,Global outlier,True,False
78670,272.0,1145000,1425000.0,95.0,33.88,Principal_Residence,Home_Purchase,Conventional,0.5115205890108695,2,Both (global + contextual),True,True
78697,146.0,55000,1345000.0,29.203,26.94,Principal_Residence,Home_Improvement,Conventional,0.5631797798251591,2,Global outlier,True,False
78700,72.0,185000,185000.0,99.354,21.9,Principal_Residence,Home_Purchase,RHS_FSA,0.3899504665265881,0,Normal,False,False
78703,95.0,295000,295000.0,78.353,12.74,Principal_Residence,Home_Purchase,FHA,0.35361921094877474,0,Normal,False,False
78706,69.0,275000,555000.0,51.0,9.87,Principal_Residence,CashOut_Refinance,Conventional,0.4345266325140056,0,Normal,False,False
78715,383.0,1655000,2365000.0,70.0,26.42,Principal_Residence,Home_Purchase,Conventional,0.620601919511641,2,Global outlier,True,False
78723,67.0,305000,305000.0,100.0,0.0,Principal_Residence,Home_Purchase,Conventional,0.5308844077715854,2,Global outlier,True,False
78728,26.0,55000,55000.0,78.353,0.0,Principal_Residence,Home_Purchase,Conventional,0.4915440361587224,0,Normal,False,False
78729,140.0,125000,465000.0,66.08,19.98,Principal_Residence,Home_Improvement,Conventional,0.3635997213105963,0,Normal,False,False
78744,95.0,75000,105000.0,70.0,48.78,Investment,Home_Purchase,Conventional,0.5054040829460285,1,Global outlier,True,False
78755,57.0,305000,375000.0,78.353,8.53,Principal_Residence,CashOut_Refinance,FHA,0.3727063410607656,0,Normal,False,False
78758,167.0,615000,765000.0,80.0,10.55,Investment,Home_Purchase,Conventional,0.39088996296487744,0,Normal,False,False
78774,387.0,1485000,1925000.0,76.98,46.9,Principal_Residence,Home_Purchase,Conventional,0.5670714144063517,1,Global outlier,True,False
78784,175.0,95000,375000.0,78.353,14.3,Second_Residence,Refinance,Conventional,0.44220040768925417,0,Normal,False,False
78785,33.0,225000,325000.0,67.692,4.46,Principal_Residence,CashOut_Refinance,Conventional,0.38330571612066716,0,Normal,False,False
78807,251.0,595000,695000.0,85.0,17.42,Principal_Residence,Home_Purchase,Conventional,0.41514593578728476,0,Normal,False,False
78817,99.0,455000,505000.0,90.0,35.1,Principal_Residence,Home_Purchase,Conventional,0.3910370768596457,0,Normal,False,False
78825,280.0,125000,755000.0,51.0,15.94,Second_Residence,CashOut_Refinance,Conventional,0.4771357382034191,2,Both (global + contextual),True,True
78826,84.0,295000,765000.0,37.88,16.95,Principal_Residence,Home_Purchase,Conventional,0.41372775064308775,0,Normal,False,False
78827,182.0,335000,375000.0,90.0,6.22,Second_Residence,Home_Purchase,Conventional,0.3946318584619242,0,Normal,False,False
78838,95.0,185000,245000.0,78.353,0.0,Investment,Home_Purchase,Conventional,0.5136320985802977,1,Global outlier,True,False
78848,95.0,305000,305000.0,78.353,34.1,Principal_Residence,Home_Purchase,VA,0.41315971360779885,0,Normal,False,False
78854,293.0,25000,375000.0,78.353,18.23,Principal_Residence,Home_Improvement,Conventional,0.5248192009036033,1,Global outlier,True,False
78858,500.0,255000,375000.0,78.353,37.41,Investment,CashOut_Refinance,Conventional,0.5031588652770882,1,Global outlier,True,False
78859,183.0,575000,375000.0,78.353,20.46,Principal_Residence,Home_Purchase,Conventional,0.4283885128098137,1,Global outlier,True,False
78861,52.0,55000,425000.0,96.5,0.0,Principal_Residence,Home_Purchase,FHA,0.5301870350033488,2,Global outlier,True,False
78862,300.0,775000,1025000.0,78.353,19.75,Principal_Residence,Home_Purchase,Conventional,0.47212927892121553,1,Global outlier,True,False
78885,289.0,405000,2725000.0,24.076,92.76,Investment,Other,Conventional,0.6304782167966553,3,Both (global + contextual),True,True
78901,54.0,125000,305000.0,40.667,56.52,Principal_Residence,CashOut_Refinance,FHA,0.40663715896500974,0,Normal,False,False
78913,102.0,405000,415000.0,96.5,93.9,Principal_Residence,Home_Purchase,FHA,0.4528641878491605,0,Normal,False,False
78915,69.0,25000,225000.0,54.22,5.32,Principal_Residence,Refinance,Conventional,0.4591560860968104,0,Normal,False,False
78937,196.0,775000,865000.0,89.9,26.46,Principal_Residence,Home_Purchase,Conventional,0.44026389162043417,1,Global outlier,True,False
78940,185.0,635000,375000.0,78.353,9.0,Principal_Residence,Home_Purchase,Conventional,0.3975084901967796,0,Normal,False,False
78974,230.0,645000,985000.0,65.38,28.54,Principal_Residence,Home_Purchase,Conventional,0.428061857369389,0,Normal,False,False
78979,14.0,35000,195000.0,98.96,73.46,Principal_Residence,Home_Improvement,Conventional,0.4193705965916352,0,Normal,False,False
78993,192.0,405000,405000.0,98.188,12.92,Principal_Residence,Home_Purchase,FHA,0.39998972972042285,0,Normal,False,False
78997,523.0,415000,375000.0,78.353,50.23,Principal_Residence,CashOut_Refinance,Conventional,0.4319825398200606,0,Normal,False,False
79016,375.0,205000,1035000.0,84.99,44.29,Principal_Residence,Home_Improvement,Conventional,0.4579398213953009,1,Global outlier,True,False
79039,95.0,275000,395000.0,69.808,10.98,Principal_Residence,Home_Purchase,Conventional,0.361216092145397,0,Normal,False,False
79047,557.0,1445000,1805000.0,80.0,27.62,Principal_Residence,Home_Purchase,Conventional,0.5820449209571724,1,Global outlier,True,False
79074,62.0,195000,375000.0,78.353,0.0,Principal_Residence,Home_Purchase,FHA,0.512434818325922,1,Global outlier,True,False
79080,190.0,505000,2805000.0,35.179,30.88,Principal_Residence,Home_Improvement,Conventional,0.5820889794626216,1,Global outlier,True,False
79081,42.0,195000,205000.0,98.189,0.0,Principal_Residence,Home_Purchase,FHA,0.531507535234156,2,Global outlier,True,False
79111,161.0,165000,375000.0,78.353,76.28,Principal_Residence,Home_Purchase,Conventional,0.4474119611962744,1,Global outlier,True,False
79117,306.0,355000,375000.0,78.353,17.73,Principal_Residence,Home_Improvement,Conventional,0.46191275450759484,1,Global outlier,True,False
79123,95.0,75000,75000.0,78.353,43.18,Principal_Residence,Home_Purchase,FHA,0.36860213189132385,0,Normal,False,False
79134,168.0,465000,375000.0,78.353,34.05,Principal_Residence,CashOut_Refinance,Conventional,0.40945787176999177,0,Normal,False,False
79164,97.0,345000,375000.0,78.353,61.58,Principal_Residence,Home_Purchase,Conventional,0.3778370400024665,0,Normal,False,False
79168,211.0,555000,375000.0,78.353,16.6,Principal_Residence,Home_Purchase,VA,0.3758030639566356,0,Normal,False,False
79173,45.0,125000,195000.0,61.531,75.25,Principal_Residence,Refinance,Conventional,0.39166927752041764,0,Normal,False,False
79175,108.0,245000,405000.0,60.0,59.4,Principal_Residence,CashOut_Refinance,Conventional,0.4277265187578637,0,Normal,False,False
79186,155.0,65000,375000.0,78.353,7.75,Principal_Residence,Other,Conventional,0.38536037463449585,0,Normal,False,False
79198,481.0,205000,525000.0,38.46,16.4,Second_Residence,Home_Improvement,Conventional,0.4646052091917798,2,Both (global + contextual),True,True
79207,421.0,1255000,2995000.0,41.68,25.12,Principal_Residence,Home_Purchase,Conventional,0.6332820134012708,3,Global outlier,True,False
79217,1427.0,205000,405000.0,50.0,15.78,Investment,Home_Purchase,Conventional,0.5256976628860651,1,Global outlier,True,False
79221,100.0,35000,425000.0,51.671,15.23,Principal_Residence,Other,Conventional,0.40136077313826163,0,Normal,False,False
79226,225.0,235000,375000.0,78.353,55.05,Investment,Home_Purchase,Conventional,0.3911913123282406,0,Normal,False,False
79228,80.0,5000,35000.0,22.47,24.63,Principal_Residence,Home_Improvement,Conventional,0.5292571256634945,1,Global outlier,True,False
79237,39.0,155000,735000.0,20.45,15.84,Principal_Residence,Other,Conventional,0.44121273883865275,0,Normal,False,False
79262,72.0,295000,395000.0,75.32,11.88,Principal_Residence,Home_Purchase,Conventional,0.3571722157389861,0,Normal,False,False
79270,232.0,115000,1105000.0,50.346,48.52,Principal_Residence,Refinance,Conventional,0.5206883878012215,2,Global outlier,True,False
79284,95.0,2785000,6105000.0,45.66,23.07,Investment,Refinance,Conventional,0.6728975673839435,3,Global outlier,True,False
79286,95.0,75000,425000.0,78.353,29.36,Principal_Residence,Home_Purchase,Conventional,0.3503818773372025,0,Normal,False,False
79307,1778.0,2555000,3755000.0,68.0,8.09,Second_Residence,Refinance,Conventional,0.6678574756649942,3,Both (global + contextual),True,True
79310,481.0,685000,855000.0,80.0,40.14,Principal_Residence,Home_Purchase,Conventional,0.4554189278526577,1,Global outlier,True,False
79311,214.0,445000,555000.0,80.0,34.6,Principal_Residence,Home_Purchase,Conventional,0.3761501199149532,0,Normal,False,False
79314,38.0,125000,135000.0,78.353,44.99,Principal_Residence,Home_Purchase,Conventional,0.4025528126345817,0,Normal,False,False
79318,95.0,595000,745000.0,79.797,44.27,Investment,Home_Purchase,Conventional,0.4933716031062247,1,Global outlier,True,False
79324,250.0,395000,1855000.0,42.975,38.68,Principal_Residence,Other,Conventional,0.5109721391805945,0,Normal,False,False
79388,159.0,665000,375000.0,78.353,0.0,Principal_Residence,Home_Purchase,Conventional,0.5423843415317013,1,Global outlier,True,False
79399,113.0,395000,495000.0,79.59,13.95,Principal_Residence,Home_Purchase,Conventional,0.3584916100760149,0,Normal,False,False
79407,95.0,295000,485000.0,78.353,34.07,Principal_Residence,Home_Purchase,Conventional,0.3658810265606827,0,Normal,False,False
79416,98.0,45000,55000.0,78.353,94.39,Investment,Home_Purchase,Conventional,0.42458363105707275,0,Normal,False,False
79449,95.0,195000,235000.0,84.78261,16.61,Investment,Refinance,Conventional,0.4720406098413323,1,Global outlier,True,False
79453,418.0,255000,1905000.0,69.272,33.27,Principal_Residence,Home_Improvement,Conventional,0.5165148525113331,1,Global outlier,True,False
79462,95.0,55000,75000.0,78.353,59.13,Principal_Residence,Refinance,FHA,0.4029943752442741,1,Contextual/local outlier,False,True
79504,256.0,545000,575000.0,95.0,42.47,Principal_Residence,Home_Purchase,Conventional,0.4310493519310228,1,Global outlier,True,False
79510,214.0,735000,375000.0,78.353,13.5,Principal_Residence,CashOut_Refinance,Conventional,0.4375997734010864,0,Normal,False,False
79520,366.0,505000,1565000.0,57.534,55.43,Principal_Residence,Refinance,Conventional,0.5430245442337049,1,Global outlier,True,False
79531,75.0,155000,265000.0,60.0,65.02,Principal_Residence,CashOut_Refinance,Conventional,0.39009258303296995,0,Normal,False,False
79557,137.0,425000,375000.0,78.353,98.37,Principal_Residence,Home_Purchase,FHA,0.44861185066011605,0,Normal,False,False
79558,56.0,405000,545000.0,75.0,34.19,Investment,CashOut_Refinance,Conventional,0.43232732814109903,0,Normal,False,False
79564,812.0,175000,1805000.0,38.67,26.64,Principal_Residence,Refinance,Conventional,0.5909269641079168,2,Global outlier,True,False
79566,72.0,255000,1275000.0,19.608,8.81,Principal_Residence,Refinance,Conventional,0.519427204281114,1,Global outlier,True,False
79568,11274.0,5005000,7505000.0,66.667,11.87,Principal_Residence,Other,Conventional,0.7322729326629309,3,Global outlier,True,False
79576,54.0,95000,95000.0,95.0,31.23,Principal_Residence,Home_Purchase,Conventional,0.3691367728749091,0,Normal,False,False
79577,95.0,245000,315000.0,78.353,16.57,Second_Residence,Home_Purchase,Conventional,0.3447514366220334,0,Normal,False,False
79591,279.0,75000,605000.0,39.345,13.86,Principal_Residence,Home_Purchase,Conventional,0.49029454548820156,1,Global outlier,True,False
79614,44.0,235000,995000.0,24.0,32.05,Principal_Residence,CashOut_Refinance,Conventional,0.48378387746717316,1,Global outlier,True,False
79617,95.0,205000,375000.0,78.353,36.45,Principal_Residence,Refinance,VA,0.3779587664448751,1,Contextual/local outlier,False,True
79628,94.0,55000,765000.0,69.94,57.01,Principal_Residence,Home_Improvement,Conventional,0.455904591003174,0,Normal,False,False
79629,87.0,355000,595000.0,60.0,9.2,Principal_Residence,CashOut_Refinance,Conventional,0.37710827954144666,0,Normal,False,False
79633,161.0,645000,375000.0,78.353,0.0,Principal_Residence,Home_Purchase,Conventional,0.5412654990155356,1,Global outlier,True,False
79635,441.0,255000,1105000.0,82.85,39.93,Principal_Residence,Home_Improvement,Conventional,0.5352428283690807,2,Global outlier,True,False
79651,47.0,85000,225000.0,81.285,10.53,Principal_Residence,Home_Purchase,Conventional,0.3864853462302941,0,Normal,False,False
79665,138.0,95000,315000.0,69.993,12.68,Principal_Residence,Refinance,Conventional,0.3836043317936302,0,Normal,False,False
79676,68.0,195000,225000.0,88.458,75.37,Principal_Residence,Home_Purchase,FHA,0.3857651343291576,0,Normal,False,False
79683,95.0,115000,165000.0,0.7,0.0,Investment,Other,Conventional,0.5894525190984473,2,Global outlier,True,False
79692,95.0,205000,215000.0,78.353,51.23,Principal_Residence,Home_Purchase,VA,0.3623658543081983,0,Normal,False,False
79694,75.0,235000,295000.0,80.0,33.04,Principal_Residence,CashOut_Refinance,FHA,0.3505897538163108,0,Normal,False,False
79702,99.0,45000,255000.0,69.95,5.02,Principal_Residence,Other,Conventional,0.4737580390673968,1,Global outlier,True,False
79705,0.0,675000,375000.0,78.353,93.82,Principal_Residence,Other,FHA,0.5077535009334216,1,Global outlier,True,False
79706,152.0,655000,375000.0,52.0,0.0,Principal_Residence,Home_Purchase,Conventional,0.5678966359176206,2,Global outlier,True,False
79720,202.0,845000,3045000.0,27.73,51.18,Principal_Residence,CashOut_Refinance,Conventional,0.6454967217740822,2,Global outlier,True,False
79738,409.0,845000,2805000.0,80.0,37.46,Principal_Residence,Home_Purchase,Conventional,0.5742396659477934,1,Global outlier,True,False
79760,74.0,125000,375000.0,78.353,97.46,Principal_Residence,Home_Purchase,Conventional,0.4327341206871147,0,Normal,False,False
79761,255.0,645000,1275000.0,50.761,47.23,Principal_Residence,CashOut_Refinance,Conventional,0.5000011226498917,1,Global outlier,True,False
79763,83.0,115000,395000.0,79.935,56.3,Principal_Residence,Other,Conventional,0.3591111250025812,0,Normal,False,False
79766,25.0,155000,375000.0,78.353,15.57,Principal_Residence,Home_Purchase,FHA,0.35667205526091694,0,Normal,False,False
79770,118.0,215000,225000.0,95.0,7.21,Principal_Residence,Home_Purchase,Conventional,0.37084326352113745,0,Normal,False,False
79777,903.0,1755000,375000.0,78.353,19.53,Principal_Residence,Home_Purchase,Conventional,0.5836407678974856,2,Global outlier,True,False
79778,52.0,135000,335000.0,39.053,33.9,Principal_Residence,CashOut_Refinance,Conventional,0.4017381415609538,0,Normal,False,False
79780,119.0,375000,395000.0,95.0,18.03,Principal_Residence,Home_Purchase,Conventional,0.4341455909234892,1,Global outlier,True,False
79787,77.0,205000,315000.0,65.0,37.22,Principal_Residence,CashOut_Refinance,Conventional,0.384202720204321,0,Normal,False,False
79792,95.0,375000,395000.0,78.353,96.24,Principal_Residence,Home_Purchase,Conventional,0.40604751794572125,0,Normal,False,False
79793,89.0,125000,375000.0,78.353,97.24,Investment,Home_Purchase,Conventional,0.4008150854452214,0,Normal,False,False
79813,29.0,115000,375000.0,78.353,22.32,Principal_Residence,Home_Purchase,FHA,0.36917401131638306,0,Normal,False,False
79819,95.0,125000,135000.0,78.353,97.63,Principal_Residence,NotApplicable,FHA,0.4818060860116574,1,Contextual/local outlier,False,True
79823,188.0,255000,565000.0,80.0,47.48,Principal_Residence,Refinance,Conventional,0.4098343943104789,0,Normal,False,False
79827,72.0,35000,355000.0,60.126,30.51,Investment,Home_Improvement,Conventional,0.44126594363532134,1,Contextual/local outlier,False,True
79854,24.0,1005000,8005000.0,31.885,25.33,Principal_Residence,Other,Conventional,0.6519986538064262,4,Both (global + contextual),True,True
79857,45.0,215000,375000.0,78.353,46.33,Principal_Residence,CashOut_Refinance,Conventional,0.35845059360173387,0,Normal,False,False
79869,95.0,225000,375000.0,78.353,0.0,Investment,Other,Conventional,0.5847380659510873,2,Global outlier,True,False
79875,450.0,255000,595000.0,42.373,40.54,Investment,Other,Conventional,0.534287644339376,2,Global outlier,True,False
79878,246.0,45000,535000.0,34.514,48.21,Principal_Residence,Other,Conventional,0.5495384344972805,1,Global outlier,True,False
79880,95.0,405000,465000.0,78.353,8.44,Second_Residence,Home_Purchase,Conventional,0.38630592220704163,0,Normal,False,False
79891,58.0,385000,405000.0,97.0,0.0,Principal_Residence,Home_Purchase,Conventional,0.5317954968734457,2,Global outlier,True,False
