kmeans_cluster,income,loan_amount,property_value,combined_loan_to_value_ratio,debt_to_income_ratio,derived_race,loan_purpose,occupancy_type,action_taken,_approved,anomaly_votes,iso_score,tract_minority_population_percent
3,95.0,95000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Incomplete,,0,0.4076445794444968,12.45
0,81.0,265000,465000.0,57.44,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,1.0,0,0.3888707846683947,16.28
5,287.0,505000,3175000.0,48.486,36%-<43%,White,Refinance,Principal_Residence,Denied,0.0,1,0.5716130689406297,14.94
3,51.0,105000,235000.0,44.703,30%-<36%,White,CashOut_Refinance,Principal_Residence,Originated,1.0,0,0.43662870953456495,4.37
5,98.0,105000,455000.0,77.82,36%-<43%,White,Other,Principal_Residence,Originated,1.0,0,0.3809434014024386,55.88
0,129.0,215000,245000.0,87.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,1.0,0,0.36754642240174223,34.9
6,19.0,145000,215000.0,68.458,50%-60%,White,Refinance,Principal_Residence,Denied,0.0,0,0.3751985438318847,11.52
1,465.0,1045000,1315000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,,1,0.5158024236297578,56.88
3,182.0,295000,325000.0,90.0,43%-<50%,Black or African American,CashOut_Refinance,Principal_Residence,Originated,1.0,0,0.36966832887123047,33.57
5,85.0,75000,685000.0,59.8,43%-<50%,White,Home_Improvement,Principal_Residence,Approved_NotAccepted,,0,0.3867780377092228,16.19
0,39.0,105000,275000.0,37.04,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,1.0,0,0.4210178133860265,14.17
3,54.0,205000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,,0,0.3643496719608718,17.26
0,95.0,255000,255000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,,0,0.35151814746771176,42.1
3,148.0,815000,1255000.0,65.0,43%-<50%,White,CashOut_Refinance,Principal_Residence,Originated,1.0,0,0.4488514141693787,10.76
3,144.0,385000,375000.0,78.353,Unknown,Asian,Refinance,Principal_Residence,Incomplete,,1,0.5000808957360844,38.6
3,102.0,205000,345000.0,59.0,20%-<30%,Joint,CashOut_Refinance,Principal_Residence,Originated,1.0,0,0.4072345570401258,54.8
5,56.0,125000,165000.0,78.32,43%-<50%,White,Refinance,Principal_Residence,Denied,0.0,0,0.37282624881679666,26.45
3,95.0,335000,515000.0,63.83,Unknown,White,Refinance,Principal_Residence,Denied,0.0,0,0.43044996498595106,78.82
0,72.0,535000,515000.0,100.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,1.0,0,0.38729041051413954,25.71
1,625.0,1485000,1655000.0,89.99,<20%,White,Home_Purchase,Principal_Residence,Originated,1.0,1,0.5669129184678087,24.39
0,112.0,235000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,,0,0.3976379755928905,76.89
3,97.0,155000,215000.0,74.892,30%-<36%,White,CashOut_Refinance,Principal_Residence,Originated,1.0,0,0.3569119291105937,31.16
2,246.0,275000,365000.0,75.0,43%-<50%,Asian,CashOut_Refinance,Investment,Originated,1.0,0,0.38567897496868997,22.36
3,125.0,385000,525000.0,72.7,36%-<43%,Black or African American,CashOut_Refinance,Principal_Residence,Originated,1.0,0,0.4002660336824172,39.26
0,95.0,305000,315000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,,0,0.34602932687403437,25.24
5,76.0,75000,265000.0,83.964,20%-<30%,White,Other,Principal_Residence,Originated,1.0,0,0.38603130772830374,36.23
1,1773.0,225000,1465000.0,85.0,<20%,Race Not Available,Home_Improvement,Principal_Residence,Originated,1.0,2,0.6185281648540049,19.05
0,9.0,105000,375000.0,78.353,Unknown,Black or African American,Home_Purchase,Principal_Residence,Withdrawn,,1,0.5249959233814372,0.0
0,191.0,805000,1305000.0,61.53,36%-<43%,Race Not Available,Home_Purchase,Principal_Residence,Denied,0.0,0,0.45553236381951295,19.4
0,233.0,695000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,,0,0.410842196068162,27.95
0,173.0,565000,375000.0,78.353,Unknown,Asian,Home_Purchase,Principal_Residence,Preapproval_Approved_NotAccepted,,0,0.38365492155104114,33.37
0,149.0,235000,605000.0,38.42,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,1.0,0,0.4280557180367827,5.59
3,143.0,325000,615000.0,52.459,36%-<43%,White,Refinance,Principal_Residence,Originated,1.0,0,0.3952623456407927,5.79
0,95.0,225000,225000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,,0,0.4107113781463857,46.65
3,82.0,275000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Incomplete,,0,0.40503162223847267,60.42
3,44.0,165000,215000.0,76.19,36%-<43%,White,CashOut_Refinance,Principal_Residence,Originated,1.0,0,0.36298342659776583,25.21
0,95.0,275000,345000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,,0,0.34410155649058605,18.66
3,70.0,235000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,,0,0.3431835140714307,28.1
0,73.0,355000,405000.0,87.5,43%-<50%,White,Home_Purchase,Principal_Residence,Preapproval_Denied,,1,0.5248244748365002,0.0
3,91.0,185000,235000.0,80.0,36%-<43%,White,CashOut_Refinance,Principal_Residence,Originated,1.0,0,0.3615229362073518,16.99
3,50.0,195000,275000.0,71.852,36%-<43%,White,CashOut_Refinance,Principal_Residence,Denied,0.0,0,0.3596745315784768,24.54
0,69.0,75000,375000.0,78.353,Unknown,White,Other,Principal_Residence,Incomplete,,0,0.39976118293457796,47.27
5,181.0,55000,615000.0,81.23,36%-<43%,Race Not Available,Other,Principal_Residence,Originated,1.0,0,0.38673841188631347,39.41
5,42.0,5000,95000.0,70.14,43%-<50%,Black or African American,Home_Improvement,Principal_Residence,Denied,0.0,0,0.43249025354891263,15.17
3,62.0,145000,375000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Incomplete,,0,0.3931206294505082,77.98
0,196.0,415000,525000.0,80.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,1.0,0,0.3605634701598883,24.74
0,56.0,325000,335000.0,97.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,1.0,0,0.3831525984962961,72.15
2,95.0,1805000,6005000.0,30.0,Unknown,Race Not Available,Refinance,Investment,Approved_NotAccepted,,4,0.7177116918889216,76.49
2,95.0,195000,205000.0,93.21,Unknown,White,Refinance,Investment,Originated,1.0,0,0.36290423997074506,50.3
3,137.0,555000,615000.0,89.99,36%-<43%,Black or African American,CashOut_Refinance,Principal_Residence,Approved_NotAccepted,,0,0.3773940401746094,14.58
3,185.0,285000,385000.0,75.0,<20%,White,Refinance,Principal_Residence,Originated,1.0,0,0.39404560136453104,9.88
5,150.0,155000,365000.0,42.0,Unknown,Asian,Home_Improvement,Principal_Residence,Denied,0.0,0,0.4573875456434654,17.88
0,95.0,135000,135000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,,0,0.3548459912457723,34.79
6,59.0,55000,415000.0,78.32,50%-60%,Black or African American,Other,Principal_Residence,Denied,0.0,0,0.3961415277583671,91.3
5,121.0,95000,375000.0,78.353,Unknown,Asian,Refinance,Principal_Residence,Withdrawn,,0,0.4119870677442383,42.37
5,56.0,55000,405000.0,44.0,20%-<30%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,1.0,0,0.41976445329372514,22.66
0,50.0,165000,175000.0,95.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,1.0,0,0.37844852226491943,18.89
0,169.0,435000,575000.0,75.613,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,1.0,0,0.37569224503944837,27.57
0,36.0,95000,135000.0,70.0,30%-<36%,White,Other,Principal_Residence,Originated,1.0,0,0.37818390712605177,22.67
3,95.0,95000,375000.0,78.353,Unknown,Race Not Available,Refinance,Principal_Residence,Originated,1.0,0,0.3736344937051052,31.33
0,40.0,165000,165000.0,96.479,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,1.0,0,0.41044468312807386,81.74
2,245.0,295000,625000.0,46.4,<20%,Race Not Available,Home_Purchase,Investment,Originated,1.0,0,0.4306040911120022,20.84
3,154.0,105000,155000.0,66.667,<20%,White,CashOut_Refinance,Principal_Residence,Originated,1.0,0,0.42316919521168367,7.08
2,95.0,445000,375000.0,78.353,Unknown,Asian,Home_Purchase,Investment,Preapproval_Approved_NotAccepted,,0,0.36880475904173193,19.77
0,59.0,185000,185000.0,103.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,1.0,0,0.388299432401105,10.75
0,105.0,365000,405000.0,90.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,1.0,0,0.3856692781308745,35.86
0,51.0,75000,375000.0,78.353,Unknown,White,Home_Improvement,Principal_Residence,Withdrawn,,0,0.36504107727496193,12.73
6,48.0,25000,125000.0,17.55,50%-60%,White,Refinance,Principal_Residence,Denied,0.0,1,0.5028046608332051,53.69
0,47.0,165000,175000.0,95.0,43%-<50%,American Indian or Alaska Native,Home_Purchase,Principal_Residence,Originated,1.0,0,0.3643777421838968,40.38
0,78.0,445000,375000.0,78.353,Exempt,White,Home_Purchase,Principal_Residence,Originated,1.0,0,0.353832608489212,11.13
3,68.0,145000,375000.0,78.353,Unknown,Asian,CashOut_Refinance,Principal_Residence,Withdrawn,,0,0.42691339934255956,8.92
5,225.0,35000,305000.0,90.0,<20%,Race Not Available,Home_Improvement,Principal_Residence,Originated,1.0,0,0.3762133537598594,24.65
0,95.0,155000,155000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,,0,0.3896284027241125,75.87
6,15.0,55000,375000.0,13.192,>60%,White,Other,Principal_Residence,Denied,0.0,0,0.47043948325753215,5.74
3,55.0,385000,475000.0,80.0,43%-<50%,White,CashOut_Refinance,Principal_Residence,Originated,1.0,0,0.3690494648399736,67.94
4,46.0,175000,185000.0,100.944,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,1.0,0,0.4290856871333379,90.57
5,211.0,105000,375000.0,78.353,Exempt,White,Home_Improvement,Principal_Residence,Originated,1.0,0,0.39149932051865755,66.42
5,81.0,55000,575000.0,63.779,36%-<43%,Race Not Available,Other,Principal_Residence,Originated,1.0,0,0.3774136930649108,41.14
0,83.0,375000,395000.0,97.0,30%-<36%,Race Not Available,Home_Purchase,Principal_Residence,Originated,1.0,0,0.4028478091682558,90.0
0,104.0,245000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Preapproval_Approved_NotAccepted,,1,0.5124496128260723,0.0
3,49.0,275000,355000.0,76.771,43%-<50%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,1.0,0,0.3615164492686176,9.7
3,117.0,215000,285000.0,75.0,20%-<30%,White,CashOut_Refinance,Second_Residence,Originated,1.0,0,0.36985411405391094,7.9
3,86.0,255000,1675000.0,14.9254,36%-<43%,White,Refinance,Principal_Residence,Originated,1.0,2,0.5708041195543408,55.27
3,102.0,485000,995000.0,48.6,43%-<50%,White,CashOut_Refinance,Principal_Residence,Originated,1.0,0,0.4216895673460134,25.94
0,0.0,105000,165000.0,60.606,<20%,White,Home_Improvement,Principal_Residence,Denied,0.0,0,0.473332680162923,5.46
1,510.0,505000,3175000.0,54.596,20%-<30%,White,Refinance,Principal_Residence,Originated,1.0,1,0.5689590305670655,8.09
0,77.0,275000,555000.0,48.825,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,1.0,0,0.3949782942613972,18.26
0,215.0,285000,355000.0,80.0,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,1.0,0,0.46138014252624077,30.76
6,74.0,245000,365000.0,66.7,50%-60%,White,CashOut_Refinance,Principal_Residence,Originated,1.0,0,0.40339666096347565,76.58
3,129.0,405000,855000.0,78.353,Unknown,Race Not Available,Refinance,Principal_Residence,Purchased,,0,0.40254730930609217,19.15
6,28.0,55000,155000.0,32.28,>60%,White,Home_Improvement,Principal_Residence,Denied,0.0,0,0.44198185810267565,56.96
0,60.0,235000,295000.0,80.0,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,1.0,0,0.37615519028774097,80.32
0,95.0,155000,185000.0,78.353,Unknown,Race Not Available,NotApplicable,Principal_Residence,Purchased,,0,0.3524852522997161,28.26
1,271.0,1125000,1405000.0,80.0,36%-<43%,Asian,Home_Purchase,Principal_Residence,Originated,1.0,1,0.5140551754371011,35.66
3,42.0,35000,205000.0,17.06,20%-<30%,White,Other,Principal_Residence,Originated,1.0,0,0.5070326716756569,85.85
5,378.0,505000,1675000.0,73.1,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,1.0,2,0.5365610088307506,59.32
3,97.0,275000,755000.0,36.66,30%-<36%,White,CashOut_Refinance,Principal_Residence,Originated,1.0,0,0.4399678920454641,22.74
5,44.0,25000,295000.0,44.963,43%-<50%,White,Other,Principal_Residence,Originated,1.0,0,0.4162999385637906,9.16
0,100.0,525000,675000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Purchased,,0,0.38327157173729315,21.59
6,138.0,515000,985000.0,52.55,>60%,Asian,CashOut_Refinance,Principal_Residence,Denied,0.0,2,0.5290104357988441,89.2
1,1500.0,4025000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Incomplete,,3,0.6336162815759261,34.13
0,95.0,395000,405000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,,0,0.3570471785083689,43.37
3,95.0,195000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Incomplete,,0,0.39495468470294254,92.81
0,71.0,215000,365000.0,60.02,30%-<36%,Race Not Available,Home_Purchase,Principal_Residence,Originated,1.0,0,0.39195893712528945,67.19
0,140.0,455000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,,0,0.360097672636493,9.35
2,131.0,155000,275000.0,54.54,36%-<43%,Race Not Available,Refinance,Investment,Originated,1.0,0,0.48510150498586635,96.25
0,59.0,245000,255000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,,0,0.4094508282569499,96.53
3,116.0,65000,245000.0,27.213,30%-<36%,White,Refinance,Principal_Residence,Originated,1.0,0,0.4933737834830041,8.23
0,8.0,75000,125000.0,65.68,Unknown,Black or African American,Home_Purchase,Principal_Residence,Denied,0.0,0,0.3983494876006487,57.67
4,34.0,145000,135000.0,100.86,50%-60%,White,Home_Purchase,Principal_Residence,Denied,0.0,0,0.4443220370869031,7.27
0,59.0,175000,165000.0,78.353,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,1.0,0,0.3859444688662938,23.75
3,200.0,615000,1025000.0,59.971,20%-<30%,Asian,Refinance,Principal_Residence,Originated,1.0,0,0.4962917844639776,85.82
0,131.0,785000,825000.0,94.667,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,1.0,1,0.4954458065155429,78.77
5,49.0,5000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,,0,0.4062152327959661,91.59
2,95.0,425000,625000.0,94.24,Unknown,Race Not Available,Home_Purchase,Investment,Originated,1.0,1,0.5480601134833191,96.56
0,84.0,175000,185000.0,97.74,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,1.0,0,0.396549941652653,45.94
5,72.0,25000,325000.0,73.868,36%-<43%,White,Home_Improvement,Principal_Residence,Originated,1.0,0,0.3855281371641013,8.4
0,86.0,185000,505000.0,36.0,20%-<30%,White,Home_Improvement,Principal_Residence,Originated,1.0,0,0.44271148244301295,38.66
0,38.0,75000,145000.0,55.0,20%-<30%,White,Home_Improvement,Principal_Residence,Originated,1.0,0,0.4001269102876394,23.75
6,46.0,65000,375000.0,78.353,50%-60%,White,Refinance,Principal_Residence,Approved_NotAccepted,,0,0.40388078685928674,13.77
4,95.0,35000,375000.0,78.353,Unknown,Race Not Available,NotApplicable,Principal_Residence,Purchased,,0,0.47708735594115587,86.67
0,260.0,375000,505000.0,75.0,36%-<43%,White,Home_Purchase,Principal_Residence,Approved_NotAccepted,,0,0.40321364240086677,81.93
5,304.0,115000,675000.0,89.92,<20%,White,Home_Improvement,Principal_Residence,Originated,1.0,0,0.4365956892607347,14.28
5,60.0,125000,195000.0,61.856,20%-<30%,White,Other,Principal_Residence,Denied,0.0,0,0.4884446263074319,93.55
3,149.0,195000,235000.0,80.0,20%-<30%,White,CashOut_Refinance,Principal_Residence,Originated,1.0,0,0.3968861306978063,17.74
3,80.0,335000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,,0,0.3705547850487694,25.41
5,53.0,45000,245000.0,60.035,30%-<36%,Race Not Available,Home_Improvement,Principal_Residence,Originated,1.0,0,0.41553851750581305,21.56
5,135.0,65000,375000.0,78.353,Unknown,Race Not Available,Home_Improvement,Principal_Residence,Withdrawn,,0,0.4284110567157299,29.22
0,36.0,165000,165000.0,96.5,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,1.0,0,0.4369517368171493,89.18
5,77.0,35000,455000.0,75.053,43%-<50%,White,Other,Principal_Residence,Originated,1.0,0,0.3929977029792468,9.06
3,78.0,195000,755000.0,25.76,36%-<43%,White,CashOut_Refinance,Principal_Residence,Originated,1.0,0,0.44282669939042946,4.69
4,55.0,135000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Incomplete,,0,0.4832674275705217,0.0
3,95.0,135000,225000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Purchased,,0,0.3727556094593761,22.67
6,108.0,325000,325000.0,98.19,50%-60%,White,Home_Purchase,Principal_Residence,Denied,0.0,0,0.4075965454144049,91.93
0,38.0,115000,205000.0,58.0,36%-<43%,Black or African American,Home_Improvement,Principal_Residence,Denied,0.0,0,0.38875626382521805,66.05
2,157.0,305000,375000.0,78.353,Unknown,Joint,Home_Purchase,Investment,Withdrawn,,0,0.3606356018191188,36.07
3,263.0,265000,315000.0,86.516,<20%,White,Refinance,Principal_Residence,Originated,1.0,0,0.46452580905118757,58.69
1,596.0,165000,555000.0,96.761,<20%,Black or African American,CashOut_Refinance,Principal_Residence,Denied,0.0,0,0.4694034942451519,72.34
6,134.0,505000,1105000.0,45.455,50%-60%,White,Other,Principal_Residence,Originated,1.0,1,0.5457375864909625,21.06
0,186.0,695000,775000.0,90.0,36%-<43%,2 or more minority races,Home_Purchase,Principal_Residence,Originated,1.0,0,0.45566847013745115,40.34
5,240.0,175000,625000.0,89.608,36%-<43%,Race Not Available,Home_Improvement,Principal_Residence,Denied,0.0,0,0.4783456433306736,91.41
0,112.0,355000,445000.0,80.0,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,1.0,0,0.40543053106292726,58.85
0,79.0,345000,345000.0,96.5,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,1.0,0,0.368907583769861,38.19
4,96.0,255000,255000.0,96.5,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,1.0,0,0.3810494673796886,22.64
2,79.0,295000,425000.0,70.0,43%-<50%,White,Other,Investment,Originated,1.0,0,0.35148058956399975,15.66
1,875.0,1795000,2245000.0,80.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,1.0,3,0.6499567592556402,16.21
0,44.0,175000,215000.0,85.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,1.0,0,0.3613474388283366,19.7
6,288.0,1285000,1605000.0,80.0,50%-60%,White,Home_Purchase,Principal_Residence,Originated,1.0,1,0.5094312973375714,22.29
5,286.0,175000,835000.0,80.4,20%-<30%,Race Not Available,Home_Improvement,Principal_Residence,Originated,1.0,1,0.4727525116600869,19.32
0,35.0,85000,75000.0,117.786,36%-<43%,White,Home_Purchase,Principal_Residence,Denied,0.0,0,0.43302096340386104,59.57
3,51.0,225000,355000.0,64.773,20%-<30%,White,CashOut_Refinance,Second_Residence,Originated,1.0,0,0.3684617564608843,48.12
5,130.0,25000,605000.0,67.281,30%-<36%,Race Not Available,Home_Improvement,Principal_Residence,Originated,1.0,0,0.4454183148576438,14.92
1,354.0,155000,805000.0,18.71,<20%,White,Home_Improvement,Principal_Residence,Originated,1.0,1,0.4894490281973668,10.72
4,46.0,125000,205000.0,63.75,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,1.0,0,0.3837584710817229,5.49
0,66.0,345000,375000.0,80.0,36%-<43%,Asian,Home_Purchase,Principal_Residence,Preapproval_Approved_NotAccepted,,1,0.517109855834505,0.0
2,185.0,265000,405000.0,65.0,43%-<50%,Race Not Available,Refinance,Investment,Originated,1.0,0,0.44354753844966577,83.34
3,63.0,185000,305000.0,60.0,43%-<50%,Race Not Available,Refinance,Principal_Residence,Approved_NotAccepted,,0,0.36693550403137337,9.21
0,114.0,315000,375000.0,78.353,Unknown,Asian,Home_Purchase,Principal_Residence,Withdrawn,,0,0.40798874659392126,15.24
0,95.0,385000,375000.0,78.353,Unknown,Asian,Home_Purchase,Principal_Residence,Withdrawn,,0,0.3584101299952767,42.37
3,58.0,155000,205000.0,74.0,36%-<43%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,1.0,0,0.36645561071837285,26.15
0,89.0,375000,465000.0,80.0,30%-<36%,Asian,Home_Purchase,Principal_Residence,Originated,1.0,0,0.40059137211041695,57.77
5,95.0,205000,555000.0,68.478,30%-<36%,White,Refinance,Principal_Residence,Originated,1.0,0,0.3595371653422729,19.09
0,68.0,415000,695000.0,61.0,43%-<50%,Asian,Home_Purchase,Principal_Residence,Originated,1.0,0,0.4216034165583603,43.61
0,105.0,365000,375000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Withdrawn,,0,0.3523733177386435,44.0
3,207.0,645000,835000.0,76.647,43%-<50%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,1.0,2,0.5274969701307327,35.86
0,180.0,235000,375000.0,78.353,Unknown,Black or African American,Home_Purchase,Principal_Residence,Withdrawn,,0,0.4062615829417837,82.62
3,8.0,395000,375000.0,78.353,Unknown,Black or African American,CashOut_Refinance,Principal_Residence,Withdrawn,,0,0.3853018414219779,43.03
0,200.0,245000,415000.0,58.323,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,1.0,0,0.3848334734410595,14.94
0,180.0,505000,635000.0,80.0,43%-<50%,Race Not Available,Home_Purchase,Principal_Residence,Originated,1.0,0,0.37863398735756876,15.96
6,66.0,55000,395000.0,70.73,50%-60%,Race Not Available,Other,Principal_Residence,Originated,1.0,0,0.38235393016788377,44.19
5,48.0,5000,125000.0,78.353,Unknown,Black or African American,Home_Purchase,Principal_Residence,Purchased,,0,0.5010819434712676,93.19
0,118.0,265000,275000.0,95.0,30%-<36%,Race Not Available,Home_Purchase,Principal_Residence,Originated,1.0,0,0.3845881057948247,4.3
1,590.0,775000,865000.0,89.9,30%-<36%,Joint,Home_Purchase,Second_Residence,Originated,1.0,1,0.5069326447225029,6.76
4,90.0,375000,385000.0,78.353,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,1.0,0,0.3702823278931631,19.23
3,95.0,285000,665000.0,78.353,Unknown,Race Not Available,Refinance,Principal_Residence,Purchased,,0,0.4152325646694239,11.09
0,95.0,45000,65000.0,78.353,Unknown,Race Not Available,NotApplicable,Principal_Residence,Purchased,,0,0.36927313494050995,50.71
3,192.0,225000,275000.0,80.0,30%-<36%,White,CashOut_Refinance,Principal_Residence,Originated,1.0,0,0.35841862240706135,19.24
0,175.0,395000,405000.0,97.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,1.0,0,0.4010446420352715,67.77
0,80.0,265000,285000.0,92.857,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,1.0,0,0.3649020633793613,17.37
4,29.0,75000,75000.0,78.353,>60%,White,Home_Purchase,Principal_Residence,Denied,0.0,0,0.42420937284609966,70.19
5,192.0,35000,275000.0,85.882,20%-<30%,White,Other,Principal_Residence,Originated,1.0,0,0.38281401055202674,14.77
1,330.0,395000,495000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Purchased,,0,0.39317003682831847,40.67
0,51.0,115000,125000.0,97.0,36%-<43%,White,Home_Purchase,Principal_Residence,Preapproval_Denied,,2,0.529763492900182,0.0
3,121.0,525000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Withdrawn,,0,0.3837872902686685,9.55
3,46.0,165000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Incomplete,,0,0.4045164628947553,42.02
0,95.0,215000,215000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,,0,0.36788422882416,19.54
6,122.0,215000,205000.0,100.0,>60%,White,Home_Purchase,Principal_Residence,Originated,1.0,0,0.3783322818038136,11.85
5,71.0,55000,305000.0,55.52,36%-<43%,Race Not Available,Other,Principal_Residence,Denied,0.0,0,0.39504457444232877,79.16
6,111.0,55000,625000.0,72.16,50%-60%,Race Not Available,Home_Improvement,Principal_Residence,Originated,1.0,0,0.43280484002842196,83.77
3,97.0,495000,375000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Incomplete,,0,0.3905393912089168,17.06
2,95.0,5675000,39355000.0,14.41,Unknown,Race Not Available,Home_Purchase,Investment,Originated,1.0,3,0.7477803368892982,90.44
5,231.0,155000,855000.0,79.71,36%-<43%,White,Home_Improvement,Principal_Residence,Originated,1.0,0,0.39655155855012136,12.79
3,269.0,665000,1205000.0,55.17,<20%,Asian,Refinance,Principal_Residence,Originated,1.0,1,0.5008054978403085,43.41
0,59.0,125000,225000.0,53.54,43%-<50%,Race Not Available,Home_Purchase,Principal_Residence,Originated,1.0,0,0.37587539099580763,18.78
0,67.0,215000,225000.0,97.0,43%-<50%,Black or African American,Home_Purchase,Principal_Residence,Originated,1.0,0,0.44509233258364456,95.0
6,31.0,365000,455000.0,79.83,>60%,White,Home_Improvement,Principal_Residence,Denied,0.0,0,0.42161443808163884,8.78
4,50.0,115000,115000.0,78.353,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,1.0,0,0.37905859703175143,13.67
0,95.0,165000,165000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,,0,0.3617301822174404,49.43
5,54.0,25000,175000.0,87.145,43%-<50%,Black or African American,Home_Improvement,Principal_Residence,Denied,0.0,0,0.4386466193441437,90.33
0,180.0,465000,375000.0,78.353,Unknown,Black or African American,Home_Purchase,Principal_Residence,Withdrawn,,0,0.3728254087566291,13.33
0,101.0,345000,355000.0,97.0,30%-<36%,Asian,Home_Purchase,Principal_Residence,Originated,1.0,0,0.3906493552667715,35.43
3,135.0,135000,225000.0,62.727,20%-<30%,White,Refinance,Principal_Residence,Originated,1.0,0,0.4301964143061996,37.97
6,79.0,355000,365000.0,96.5,50%-60%,Black or African American,Home_Purchase,Principal_Residence,Originated,1.0,0,0.36024836419378137,40.21
3,45.0,95000,125000.0,80.0,43%-<50%,White,CashOut_Refinance,Principal_Residence,Originated,1.0,0,0.37086461119400865,14.53
3,46.0,235000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,,0,0.37405906458468724,23.2
0,162.0,595000,745000.0,80.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,1.0,0,0.3808394553130105,27.28
5,100.0,35000,455000.0,56.59,43%-<50%,Race Not Available,Other,Principal_Residence,Denied,0.0,0,0.48424044264071336,56.27
0,129.0,295000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,,0,0.3453103008080985,35.74
0,155.0,265000,275000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Purchased,,0,0.3744133867565603,53.23
