,kmeans_cluster,anomaly_votes,iso_score
627,4,1,0.4463828224680117
628,0,0,0.43337570973666295
629,2,0,0.4704745844826587
630,2,0,0.35487955252930387
631,2,0,0.3806658704116115
632,4,0,0.4160943041850406
633,2,0,0.366126330135384
634,0,0,0.46120775213580933
635,2,0,0.35539889412773534
636,0,0,0.4288612274791358
637,0,0,0.35412221497379665
638,2,0,0.3746716489153602
639,0,0,0.404201554822404
640,0,0,0.42103407862293196
641,4,0,0.36440355656079765
642,5,0,0.3928364120168556
643,2,0,0.3658999378387845
644,2,0,0.4597560820544349
645,0,0,0.3544167653513013
646,6,0,0.47808640293192517
647,2,0,0.37077250423422514
648,6,1,0.47755640077315936
649,4,0,0.4703080794814467
650,3,0,0.38345457158668167
651,3,0,0.4386755192878919
652,1,0,0.48692906047478185
653,3,0,0.43626904333184385
654,0,0,0.4310621127916959
655,2,0,0.3619125474469314
656,4,0,0.37830500437636133
657,0,0,0.4769611282684622
658,6,0,0.43693569904388047
659,6,1,0.46886845400253824
660,6,0,0.45525046447900924
661,0,0,0.3590614935840287
662,6,0,0.47805208204926497
663,4,0,0.45497271316829796
664,2,0,0.3614561055989365
665,1,0,0.37995916313795675
666,2,0,0.3483316179703466
667,0,0,0.35110205016358254
668,5,1,0.49601753570786644
669,1,1,0.5153430625342769
670,0,0,0.4322728536357855
671,0,0,0.4220820604817373
672,3,0,0.4185051050917995
673,2,0,0.3563023403489605
674,0,0,0.41668893151039993
675,6,0,0.49494143157479303
676,5,1,0.49146877980825765
677,3,0,0.4302531103604993
678,0,0,0.4125447517056091
679,0,0,0.3523865070716196
680,6,0,0.4436003998951353
681,5,1,0.4948499117345344
682,2,0,0.3774132456485688
683,1,0,0.3675880845666357
684,1,0,0.40857089255037793
685,0,0,0.41004687710668297
686,0,0,0.43496854139531393
687,2,0,0.3532469947600403
688,2,0,0.3613299880864998
689,6,1,0.5336092776715242
690,2,0,0.47294328335836555
691,0,0,0.41369453436121245
692,0,0,0.3874256827870622
693,2,0,0.4071553292999799
694,3,2,0.5492144875075016
695,6,0,0.4509010799078647
696,1,0,0.4005620560043991
697,2,0,0.37358729670509633
698,0,0,0.4519516173010373
699,0,0,0.4371739146358399
700,2,0,0.4317932243991907
701,1,1,0.3906583646575825
702,5,0,0.42117492077178725
703,0,0,0.37769826218064223
704,4,0,0.40717212539093384
705,0,0,0.44742225070150093
706,0,0,0.3668067985871072
707,0,0,0.4159980589283385
708,2,0,0.37000540197448806
709,2,1,0.43668696573167265
710,2,0,0.3899918776894914
711,2,0,0.41015630114864765
712,0,0,0.34562119456585666
713,2,0,0.44540976003695615
714,2,0,0.3471279106758413
715,2,0,0.4059873338260447
716,6,1,0.5091495064720178
717,6,0,0.39901538662045877
718,6,2,0.565733058580937
719,2,0,0.37333204734749104
720,6,0,0.3749703347227869
721,2,2,0.5676824271714003
722,0,0,0.37179920257961335
723,0,0,0.34895216893193426
724,2,0,0.37487215801928975
725,2,0,0.39585730705732136
726,1,0,0.40413217253184247
727,2,0,0.398227496375513
728,0,0,0.37515878820542714
729,0,0,0.4696630282267715
730,2,0,0.4255544734153734
731,0,0,0.3799855308908565
732,0,0,0.35836726864304963
733,1,0,0.4914701912838652
734,0,0,0.399757922447565
735,6,0,0.4410504570082454
736,2,0,0.4205595805705592
737,0,0,0.3578103441585242
738,2,0,0.3554777388268185
739,6,0,0.37672278656874736
740,0,0,0.40587686515207366
741,0,0,0.44727699342487204
742,6,0,0.43818944785138747
743,0,0,0.37457523930238773
744,6,0,0.48082347711042683
745,0,0,0.4749552680764693
746,0,0,0.3981419929716533
747,2,0,0.35242130809825656
748,2,0,0.4011623549939358
749,2,0,0.4463770288358127
750,3,0,0.39976605795046355
751,2,0,0.3593577702408071
752,6,0,0.38426372872687115
753,6,1,0.48619729051925936
754,6,0,0.4098644055480687
755,2,0,0.37192094799735437
756,2,0,0.44019709036676186
757,2,0,0.385936093798333
758,0,0,0.3615609421463482
759,0,0,0.366780496930018
760,6,0,0.38307664187271573
761,0,0,0.36586476067655155
762,6,0,0.38217802843019494
763,2,0,0.40623836393469787
764,0,0,0.34821143827328077
765,3,0,0.3755100029202156
766,0,0,0.37771388774251186
767,0,0,0.3923733008385886
768,2,0,0.4320609565777349
769,0,0,0.48764594249829274
770,2,0,0.4797266541851731
771,5,0,0.39687279702330913
772,2,0,0.3704880275082007
773,2,0,0.4025798503739644
774,2,0,0.3777734362663663
775,2,0,0.3802434141589962
776,1,0,0.3772161420122743
777,6,1,0.5289312862124398
778,2,1,0.5331694846103325
779,2,0,0.34758465042086467
780,2,0,0.3686737091428973
781,0,0,0.3762340549958649
782,0,0,0.36860419332769273
783,2,0,0.4080332579616308
