row,kmeans_cluster,income,loan_amount,property_value,combined_loan_to_value_ratio,debt_to_income_ratio,derived_race,loan_purpose,occupancy_type,action_taken,tract_minority_population_percent,clarans_cluster
84209,2,445.0,255000,375000.0,78.353,Unknown,White,Refinance,Investment,Withdrawn,19.07,3
19748,6,45.0,65000,955000.0,58.42,>60%,Black or African American,Other,Principal_Residence,Denied,79.82,0
52757,0,60.0,235000,295000.0,80.0,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,80.32,5
1837,1,354.0,1105000,1905000.0,57.895,43%-<50%,White,CashOut_Refinance,Principal_Residence,Originated,17.82,6
77360,0,46.0,185000,255000.0,75.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,28.64,1
27713,2,99.0,295000,455000.0,65.444,30%-<36%,White,CashOut_Refinance,Investment,Denied,71.37,3
67358,3,78.0,165000,225000.0,80.0,36%-<43%,White,CashOut_Refinance,Principal_Residence,Approved_NotAccepted,22.91,6
81833,6,53.0,175000,185000.0,96.5,50%-60%,White,Home_Purchase,Principal_Residence,Originated,31.51,0
14382,3,167.0,355000,605000.0,58.537,20%-<30%,Black or African American,Refinance,Principal_Residence,Denied,21.77,6
50530,2,265.0,415000,2645000.0,15.7197,Unknown,Joint,CashOut_Refinance,Investment,Originated,0.0,3
21611,1,507.0,1045000,1315000.0,80.0,>60%,White,Home_Purchase,Second_Residence,Originated,31.21,0
6682,5,96.0,15000,365000.0,100.427,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,41.51,4
20271,3,56.0,255000,335000.0,74.627,43%-<50%,Race Not Available,Refinance,Principal_Residence,Denied,39.64,6
47525,0,125.0,555000,605000.0,90.0,43%-<50%,Black or African American,Home_Purchase,Principal_Residence,Originated,18.59,1
84,4,44.0,175000,175000.0,98.189,43%-<50%,White,Home_Purchase,Principal_Residence,Denied,23.66,2
38892,3,78.0,125000,375000.0,78.353,Unknown,Race Not Available,Refinance,Principal_Residence,Incomplete,8.8,6
96212,4,69.0,135000,135000.0,78.353,43%-<50%,White,Home_Purchase,Principal_Residence,Approved_NotAccepted,6.74,2
85994,4,75.0,125000,375000.0,78.353,>60%,Black or African American,Home_Purchase,Principal_Residence,Denied,29.48,2
43274,0,267.0,945000,1005000.0,94.0,30%-<36%,White,Home_Purchase,Principal_Residence,Preapproval_Approved_NotAccepted,0.0,1
11448,3,42.0,75000,275000.0,25.92,43%-<50%,Black or African American,Home_Purchase,Principal_Residence,Originated,82.73,5
38949,2,95.0,315000,435000.0,78.353,Unknown,White,Home_Purchase,Investment,Purchased,19.97,3
68739,6,121.0,515000,585000.0,88.417,50%-60%,Race Not Available,CashOut_Refinance,Principal_Residence,Denied,40.03,0
93782,3,169.0,545000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,10.85,6
71025,0,95.0,285000,285000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,26.04,1
31212,0,126.0,125000,155000.0,80.0,20%-<30%,White,Other,Principal_Residence,Originated,8.45,1
16316,6,118.0,205000,855000.0,72.704,>60%,White,Home_Improvement,Principal_Residence,Denied,48.95,0
65011,5,84.0,15000,305000.0,102.12,43%-<50%,Black or African American,Home_Purchase,Principal_Residence,Originated,75.49,4
82714,1,606.0,2135000,3805000.0,90.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,36.87,1
13888,0,145.0,525000,545000.0,95.0,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,11.63,1
97319,3,95.0,805000,1405000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Purchased,45.29,6
78363,6,32.0,145000,155000.0,96.5,>60%,Black or African American,Home_Purchase,Principal_Residence,Denied,98.27,0
80317,3,25.0,125000,375000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Withdrawn,38.74,6
72054,2,95.0,75000,115000.0,65.0,Unknown,White,Home_Purchase,Investment,Originated,67.31,3
38626,0,106.0,145000,375000.0,78.353,Exempt,White,Home_Purchase,Principal_Residence,Originated,8.73,1
27476,6,57.0,15000,205000.0,106.319,50%-60%,White,Home_Purchase,Principal_Residence,Denied,97.12,0
23923,3,120.0,185000,395000.0,46.835,43%-<50%,White,Refinance,Principal_Residence,Originated,22.31,6
9422,0,155.0,635000,935000.0,67.88,36%-<43%,Asian,Home_Purchase,Principal_Residence,Denied,48.67,1
72820,6,118.0,665000,675000.0,96.5,50%-60%,White,Home_Purchase,Principal_Residence,Originated,53.75,0
20672,5,51.0,25000,205000.0,54.2,20%-<30%,White,Home_Improvement,Principal_Residence,Denied,6.98,4
26897,2,183.0,155000,255000.0,78.353,Unknown,White,Other,Investment,Purchased,57.37,3
49455,0,95.0,245000,445000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Purchased,36.21,1
38830,4,64.0,75000,375000.0,78.353,Unknown,American Indian or Alaska Native,Home_Purchase,Principal_Residence,Incomplete,87.01,2
14577,0,145.0,515000,375000.0,78.353,Unknown,Black or African American,Home_Purchase,Principal_Residence,Withdrawn,41.6,1
86364,0,270.0,415000,525000.0,80.0,36%-<43%,Asian,Home_Purchase,Second_Residence,Originated,23.05,1
89881,5,74.0,75000,345000.0,79.909,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,38.78,4
46763,3,72.0,275000,375000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Incomplete,43.93,6
19651,4,90.0,115000,125000.0,78.353,43%-<50%,White,Home_Purchase,Principal_Residence,Denied,52.35,2
69813,5,66.0,35000,565000.0,29.492,30%-<36%,White,Home_Improvement,Principal_Residence,Originated,48.46,4
74322,3,26.0,95000,385000.0,24.0,30%-<36%,White,CashOut_Refinance,Principal_Residence,Originated,31.66,6
36323,4,44.0,135000,145000.0,78.353,>60%,Black or African American,Home_Purchase,Principal_Residence,Denied,0.0,2
73187,0,206.0,395000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,7.24,1
20034,3,55.0,325000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Incomplete,76.58,6
45140,2,76.0,125000,375000.0,78.353,Unknown,White,CashOut_Refinance,Investment,Withdrawn,94.49,3
82262,0,243.0,425000,455000.0,95.0,20%-<30%,White,Home_Purchase,Principal_Residence,Denied,34.71,1
44964,0,136.0,225000,275000.0,80.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,59.2,5
90190,0,110.0,415000,905000.0,45.778,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,39.67,1
7963,3,69.0,275000,345000.0,80.0,36%-<43%,Black or African American,CashOut_Refinance,Principal_Residence,Originated,51.19,6
9521,5,360.0,85000,445000.0,80.0,20%-<30%,White,Home_Improvement,Principal_Residence,Originated,90.44,4
90925,1,660.0,475000,375000.0,78.353,Unknown,Asian,Refinance,Principal_Residence,Incomplete,8.95,6
40041,3,90.0,115000,145000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Purchased,78.3,6
88058,0,166.0,255000,705000.0,35.72,30%-<36%,White,Other,Principal_Residence,Originated,10.73,1
47415,1,644.0,2255000,2815000.0,80.0,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,84.57,5
33333,5,270.0,105000,645000.0,87.12,36%-<43%,White,Home_Improvement,Principal_Residence,Originated,18.86,4
9399,2,155.0,145000,375000.0,78.353,Unknown,White,Refinance,Investment,Withdrawn,28.01,3
13041,0,112.0,415000,465000.0,90.0,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,12.97,1
39700,4,88.0,125000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Incomplete,0.0,2
57710,0,95.0,445000,455000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,16.46,1
42629,0,147.0,365000,465000.0,78.353,Unknown,Asian,Home_Purchase,Principal_Residence,Purchased,37.22,1
30945,5,298.0,155000,695000.0,75.24,43%-<50%,White,Home_Improvement,Principal_Residence,Denied,7.53,4
6624,0,126.0,485000,575000.0,83.65,43%-<50%,White,Home_Purchase,Principal_Residence,Approved_NotAccepted,26.15,1
42705,0,55.0,135000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,58.51,5
6946,2,95.0,47995000,375000.0,78.353,Unknown,Race Not Available,Refinance,Investment,Withdrawn,56.43,3
26492,0,144.0,445000,375000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Withdrawn,52.01,5
73173,0,36.0,165000,205000.0,80.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,25.68,1
3251,0,55.0,45000,65000.0,70.228,20%-<30%,Black or African American,Other,Principal_Residence,Originated,99.05,5
59971,0,43.0,145000,145000.0,101.01,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,12.43,1
19689,6,76.0,105000,765000.0,73.68,>60%,White,Home_Improvement,Principal_Residence,Denied,26.63,0
44059,0,59.0,255000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,95.39,5
10245,0,57.0,285000,375000.0,95.0,43%-<50%,Race Not Available,Home_Purchase,Principal_Residence,Preapproval_Approved_NotAccepted,0.0,1
83591,4,40.0,115000,125000.0,95.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,11.02,2
52858,2,95.0,385000,375000.0,78.353,Unknown,Race Not Available,Home_Purchase,Investment,Denied,46.71,3
66946,5,65.0,75000,375000.0,78.353,Unknown,White,Other,Principal_Residence,Withdrawn,14.54,4
7336,6,288.0,1285000,1605000.0,80.0,50%-60%,White,Home_Purchase,Principal_Residence,Originated,22.29,0
12433,5,82.0,95000,375000.0,78.353,Unknown,White,Home_Improvement,Principal_Residence,Incomplete,29.88,4
18268,1,436.0,865000,1155000.0,75.0,30%-<36%,White,Home_Purchase,Second_Residence,Originated,26.83,1
42333,0,169.0,245000,315000.0,80.0,43%-<50%,White,Home_Purchase,Second_Residence,Originated,9.68,1
33909,0,110.0,365000,465000.0,78.353,Unknown,Asian,Home_Purchase,Principal_Residence,Purchased,67.68,5
77449,2,79.0,85000,145000.0,78.353,>60%,White,Home_Purchase,Investment,Originated,93.56,3
50893,0,175.0,355000,915000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Purchased,58.67,5
29833,3,261.0,685000,865000.0,78.73,30%-<36%,White,Refinance,Principal_Residence,Originated,41.34,6
51920,2,60.0,145000,305000.0,46.35,30%-<36%,Black or African American,CashOut_Refinance,Investment,Denied,86.37,3
23815,1,327.0,1205000,3205000.0,37.5,36%-<43%,White,Other,Principal_Residence,Originated,21.67,1
91532,5,87.0,55000,555000.0,67.0,43%-<50%,White,CashOut_Refinance,Principal_Residence,Originated,34.15,4
8038,0,69.0,295000,305000.0,96.5,36%-<43%,Black or African American,Home_Purchase,Principal_Residence,Originated,27.1,1
37048,0,53.0,115000,125000.0,90.0,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,10.95,1
48649,1,849.0,975000,1305000.0,75.0,43%-<50%,White,Home_Purchase,Investment,Originated,32.64,3
28644,0,172.0,515000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,18.06,1
62273,3,30.0,85000,95000.0,90.0,20%-<30%,Race Not Available,CashOut_Refinance,Principal_Residence,Denied,6.36,6
48096,4,61.0,75000,75000.0,78.353,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,36.73,2
89739,3,54.0,195000,285000.0,68.0,43%-<50%,White,CashOut_Refinance,Principal_Residence,Denied,70.77,6
14097,3,72.0,305000,535000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Purchased,8.67,6
8958,0,58.0,155000,165000.0,96.5,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,12.6,1
34459,5,101.0,85000,375000.0,78.353,Unknown,White,Other,Principal_Residence,Incomplete,44.55,4
29510,0,137.0,415000,465000.0,88.34,20%-<30%,White,Home_Improvement,Principal_Residence,Originated,65.18,5
23867,3,36.0,95000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,7.92,6
79827,2,72.0,35000,355000.0,60.126,>60%,White,Home_Improvement,Investment,Denied,30.51,3
60666,3,111.0,255000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Incomplete,18.21,6
89080,0,168.0,305000,315000.0,97.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,7.27,1
53598,0,137.0,395000,425000.0,95.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,10.01,1
45935,3,74.0,105000,285000.0,35.714,20%-<30%,Black or African American,Home_Improvement,Principal_Residence,Denied,73.49,5
29017,5,325.0,105000,955000.0,66.089,20%-<30%,White,Home_Improvement,Principal_Residence,Originated,37.63,4
14718,5,100.0,135000,375000.0,78.353,Unknown,White,Home_Improvement,Principal_Residence,Withdrawn,27.78,4
50761,0,80.0,215000,235000.0,93.913,36%-<43%,Black or African American,Home_Purchase,Principal_Residence,Originated,75.63,5
40224,5,129.0,55000,275000.0,68.476,20%-<30%,White,CashOut_Refinance,Principal_Residence,Originated,18.41,4
78765,0,70.0,345000,345000.0,100.0,43%-<50%,White,Home_Purchase,Principal_Residence,Denied,10.97,1
68454,5,110.0,65000,475000.0,85.468,36%-<43%,Race Not Available,Home_Improvement,Principal_Residence,Originated,26.96,4
87866,0,120.0,475000,595000.0,80.0,20%-<30%,Asian,Home_Purchase,Principal_Residence,Denied,42.7,5
18408,0,95.0,315000,555000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,29.69,1
10894,5,350.0,185000,615000.0,89.994,20%-<30%,White,Refinance,Principal_Residence,Originated,26.11,4
65167,3,65.0,145000,205000.0,70.0,20%-<30%,White,CashOut_Refinance,Principal_Residence,Originated,29.87,6
15773,0,35.0,225000,335000.0,66.67,43%-<50%,Race Not Available,Home_Purchase,Principal_Residence,Originated,46.05,5
46583,0,185.0,705000,945000.0,74.469,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,97.08,5
16155,0,222.0,1445000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,28.55,1
88732,0,115.0,345000,475000.0,73.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,17.41,1
40097,2,319.0,255000,1575000.0,52.508,>60%,Asian,CashOut_Refinance,Investment,Approved_NotAccepted,21.7,3
89701,0,77.0,205000,375000.0,53.981,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,10.26,1
45194,0,165.0,645000,735000.0,88.66,30%-<36%,Asian,Home_Purchase,Principal_Residence,Originated,51.18,1
24562,4,122.0,205000,225000.0,78.353,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,21.83,2
21982,0,95.0,395000,415000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,19.25,1
48671,3,190.0,185000,375000.0,48.649,<20%,White,Refinance,Principal_Residence,Originated,5.19,6
79181,3,300.0,735000,1005000.0,93.1,20%-<30%,White,Refinance,Principal_Residence,Originated,45.12,6
70140,0,160.0,355000,395000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,15.39,1
10782,5,29.0,15000,375000.0,78.353,Unknown,White,Other,Principal_Residence,Denied,90.67,4
77956,6,71.0,305000,345000.0,90.0,50%-60%,White,Refinance,Principal_Residence,Approved_NotAccepted,34.1,0
54051,3,116.0,735000,1055000.0,70.0,30%-<36%,White,CashOut_Refinance,Principal_Residence,Originated,24.3,6
4475,0,141.0,265000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Preapproval_Approved_NotAccepted,0.0,1
32503,2,42.0,95000,125000.0,73.469,43%-<50%,White,Refinance,Investment,Originated,8.23,3
97457,5,0.0,155000,275000.0,80.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,22.65,4
26614,5,110.0,205000,765000.0,76.209,43%-<50%,White,Other,Principal_Residence,Originated,38.77,4
49232,0,218.0,945000,1185000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,34.87,1
49310,3,52.0,165000,265000.0,61.538,43%-<50%,White,CashOut_Refinance,Principal_Residence,Originated,51.34,6
53243,3,52.0,295000,375000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Withdrawn,82.4,6
12002,5,185.0,455000,375000.0,78.353,Unknown,Race Not Available,Refinance,Principal_Residence,Withdrawn,53.42,4
15255,0,91.0,385000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,33.22,1
44210,2,158.0,105000,135000.0,80.0,20%-<30%,Race Not Available,Home_Purchase,Investment,Originated,93.08,3
26248,3,90.0,305000,385000.0,80.0,36%-<43%,Race Not Available,Refinance,Principal_Residence,Approved_NotAccepted,92.22,6
20431,0,92.0,355000,375000.0,95.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,39.49,5
48462,6,72.0,265000,715000.0,77.315,>60%,Asian,Other,Principal_Residence,Denied,35.0,0
75138,5,88.0,75000,455000.0,64.979,30%-<36%,White,Home_Improvement,Principal_Residence,Originated,29.32,4
85931,0,75.0,205000,225000.0,92.44,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,7.28,1
68850,0,77.0,425000,455000.0,95.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,75.0,5
58929,3,48.0,195000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Incomplete,30.65,6
12789,0,212.0,665000,705000.0,95.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,68.9,5
21405,0,167.0,285000,425000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Purchased,13.64,1
18215,3,135.0,265000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Incomplete,23.08,6
47290,3,137.0,955000,375000.0,78.353,Exempt,White,CashOut_Refinance,Principal_Residence,Denied,20.07,6
97714,0,85.0,375000,395000.0,95.671,43%-<50%,Black or African American,Home_Purchase,Principal_Residence,Originated,95.12,5
24481,4,70.0,95000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Incomplete,13.38,2
8423,0,54.0,165000,165000.0,102.5,43%-<50%,Race Not Available,Home_Purchase,Principal_Residence,Originated,94.09,5
77441,4,120.0,205000,235000.0,78.353,20%-<30%,White,Home_Purchase,Principal_Residence,Denied,16.47,2
47465,0,74.0,185000,235000.0,80.0,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,63.8,5
28861,3,39.0,105000,375000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Denied,21.41,6
63074,0,217.0,645000,805000.0,80.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,35.05,1
11491,0,155.0,295000,415000.0,71.951,<20%,White,Home_Purchase,Principal_Residence,Originated,55.41,5
99743,3,9.0,285000,705000.0,78.353,Unknown,White,Refinance,Principal_Residence,Denied,22.66,6
75465,6,49.0,235000,395000.0,60.732,>60%,Race Not Available,Refinance,Principal_Residence,Originated,38.4,0
73841,5,317.0,205000,725000.0,79.724,30%-<36%,Race Not Available,Other,Principal_Residence,Denied,51.77,4
78129,4,54.0,35000,375000.0,78.353,20%-<30%,White,Home_Purchase,Principal_Residence,Approved_NotAccepted,57.68,2
56169,0,64.0,305000,505000.0,60.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,17.23,1
63065,0,219.0,425000,505000.0,85.0,<20%,White,Home_Purchase,Principal_Residence,Originated,26.4,1
28881,5,66.0,45000,375000.0,78.353,Unknown,White,Home_Improvement,Principal_Residence,Incomplete,82.19,4
88840,2,77.0,155000,375000.0,78.353,Exempt,White,Refinance,Investment,Originated,10.99,3
61740,0,110.0,395000,405000.0,96.5,30%-<36%,Black or African American,Home_Purchase,Principal_Residence,Originated,54.51,5
14972,0,148.0,325000,345000.0,95.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,74.21,5
52727,6,14.0,55000,195000.0,28.95,>60%,Race Not Available,Home_Purchase,Principal_Residence,Denied,37.54,0
96686,3,38.0,95000,205000.0,49.11,36%-<43%,White,Refinance,Principal_Residence,Originated,19.39,6
12386,0,259.0,695000,865000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,24.32,1
4553,6,96.0,325000,335000.0,93.528,50%-60%,White,Home_Purchase,Principal_Residence,Originated,4.15,0
4499,0,173.0,355000,355000.0,100.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,17.09,1
26102,3,32.0,205000,395000.0,50.633,43%-<50%,White,CashOut_Refinance,Principal_Residence,Originated,20.58,6
24887,0,52.0,95000,95000.0,78.353,<20%,White,Home_Purchase,Principal_Residence,Originated,12.57,1
87611,6,42.0,85000,285000.0,71.429,>60%,White,Home_Improvement,Principal_Residence,Denied,0.0,0
50392,3,58.0,185000,265000.0,69.231,43%-<50%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,90.73,6
68735,3,40.0,115000,385000.0,28.57,36%-<43%,White,CashOut_Refinance,Principal_Residence,Denied,34.75,6
6604,3,95.0,525000,665000.0,78.353,Unknown,Race Not Available,Refinance,Principal_Residence,Purchased,21.94,6
59465,5,176.0,65000,315000.0,67.0,<20%,White,Refinance,Principal_Residence,Originated,12.92,4
43579,0,130.0,425000,605000.0,70.0,36%-<43%,White,Other,Principal_Residence,Denied,24.47,1
92044,4,55.0,235000,235000.0,100.0,43%-<50%,Black or African American,Home_Purchase,Principal_Residence,Originated,34.08,2
22355,3,64.0,55000,145000.0,33.784,<20%,Race Not Available,Refinance,Principal_Residence,Originated,6.64,6
68060,0,178.0,195000,375000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Withdrawn,54.96,5
24904,3,54.0,305000,375000.0,78.353,Unknown,Race Not Available,Refinance,Principal_Residence,Incomplete,32.76,6
50114,3,131.0,355000,355000.0,100.0,30%-<36%,White,CashOut_Refinance,Principal_Residence,Originated,45.67,6
97271,3,118.0,475000,375000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Withdrawn,41.9,6
52830,5,167.0,205000,875000.0,80.0,36%-<43%,Asian,Home_Improvement,Principal_Residence,Originated,85.48,4
95080,6,30.0,105000,505000.0,20.0,50%-60%,White,Home_Purchase,Principal_Residence,Originated,43.76,0
71785,5,192.0,135000,805000.0,79.99,20%-<30%,Asian,Other,Principal_Residence,Originated,14.58,4
16285,0,66.0,345000,365000.0,97.0,43%-<50%,Black or African American,Home_Purchase,Principal_Residence,Originated,91.53,5
92308,0,149.0,525000,655000.0,80.0,30%-<36%,Race Not Available,Home_Purchase,Principal_Residence,Originated,13.27,1
45753,0,51.0,285000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,23.84,1
92595,0,60.0,275000,345000.0,80.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,30.16,1
30547,3,29.0,305000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,96.63,6
20470,0,234.0,455000,375000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Incomplete,80.89,5
68605,3,27.0,105000,355000.0,28.011,36%-<43%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,20.53,6
26400,1,2987.0,6655000,9505000.0,70.0,30%-<36%,Race Not Available,Other,Principal_Residence,Originated,40.13,4
68538,1,346.0,225000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Withdrawn,12.68,6
43902,0,146.0,445000,535000.0,83.096,36%-<43%,Asian,Home_Purchase,Principal_Residence,Denied,22.3,1
99216,0,97.0,375000,395000.0,95.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,11.15,1
69938,3,151.0,515000,795000.0,66.0,20%-<30%,White,CashOut_Refinance,Principal_Residence,Originated,15.92,6
87119,0,72.0,225000,235000.0,95.0,36%-<43%,Race Not Available,Home_Purchase,Principal_Residence,Originated,40.63,1
5174,3,142.0,305000,565000.0,55.0,36%-<43%,White,CashOut_Refinance,Principal_Residence,Originated,11.28,6
37205,5,219.0,15000,145000.0,100.14,30%-<36%,White,Home_Improvement,Principal_Residence,Denied,78.06,4
92455,2,285.0,125000,515000.0,24.272,30%-<36%,White,CashOut_Refinance,Investment,Originated,18.26,3
15344,3,73.0,155000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Incomplete,11.49,6
63693,2,95.0,1295000,2155000.0,78.353,Unknown,Race Not Available,Home_Purchase,Investment,Purchased,37.39,3
64827,0,95.0,45000,45000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,57.07,5
98873,0,50.0,205000,255000.0,80.0,36%-<43%,Race Not Available,Home_Purchase,Principal_Residence,Originated,17.13,1
40500,5,278.0,255000,1105000.0,67.529,30%-<36%,White,Refinance,Principal_Residence,Originated,23.09,4
87904,0,57.0,315000,325000.0,97.0,43%-<50%,Race Not Available,Home_Purchase,Principal_Residence,Originated,98.91,5
25506,3,141.0,455000,485000.0,94.182,20%-<30%,White,CashOut_Refinance,Principal_Residence,Originated,19.78,6
56886,3,117.0,65000,185000.0,33.333,<20%,White,Refinance,Principal_Residence,Originated,30.67,6
22672,6,78.0,135000,505000.0,71.25,50%-60%,White,Other,Principal_Residence,Originated,52.22,0
97566,2,98.0,215000,275000.0,80.0,20%-<30%,Asian,Home_Purchase,Investment,Originated,64.08,3
94442,2,242.0,145000,195000.0,75.0,30%-<36%,White,Home_Purchase,Investment,Originated,25.88,3
16430,0,81.0,225000,225000.0,100.0,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,31.49,1
48251,0,290.0,465000,665000.0,69.88,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,27.0,1
64786,3,165.0,225000,365000.0,59.946,20%-<30%,White,CashOut_Refinance,Second_Residence,Originated,34.21,6
36545,1,398.0,315000,1295000.0,69.991,20%-<30%,Asian,Home_Improvement,Principal_Residence,Originated,64.25,4
34896,3,129.0,225000,375000.0,78.353,Exempt,Race Not Available,CashOut_Refinance,Principal_Residence,Purchased,44.65,6
67011,5,102.0,105000,345000.0,89.0,30%-<36%,White,CashOut_Refinance,Principal_Residence,Originated,67.34,4
38931,3,45.0,35000,125000.0,28.0,<20%,White,Other,Principal_Residence,Denied,8.19,1
71995,6,60.0,285000,295000.0,96.5,50%-60%,White,Home_Purchase,Principal_Residence,Originated,42.08,0
43318,0,95.0,185000,195000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,17.17,1
94776,5,102.0,35000,555000.0,101.954,20%-<30%,Race Not Available,Other,Principal_Residence,Denied,49.49,4
93208,0,39.0,195000,195000.0,78.353,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,7.19,1
85181,0,269.0,335000,355000.0,95.0,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,25.12,1
75683,2,95.0,265000,405000.0,107.74,Unknown,Race Not Available,Refinance,Investment,Originated,15.82,3
37613,1,538.0,1005000,1975000.0,50.63,30%-<36%,Race Not Available,Refinance,Principal_Residence,Originated,12.2,6
26314,6,95.0,55000,155000.0,89.893,50%-60%,White,Other,Principal_Residence,Originated,12.34,0
61675,0,136.0,215000,215000.0,96.5,43%-<50%,Joint,Home_Purchase,Principal_Residence,Originated,8.82,1
6648,3,86.0,175000,315000.0,53.712,36%-<43%,White,Refinance,Principal_Residence,Originated,12.03,6
53850,0,288.0,375000,505000.0,75.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,20.61,1
34004,3,153.0,235000,355000.0,68.04,20%-<30%,White,CashOut_Refinance,Principal_Residence,Originated,45.19,6
40762,3,50.0,155000,255000.0,60.0,36%-<43%,Race Not Available,CashOut_Refinance,Principal_Residence,Denied,12.08,6
90796,3,76.0,325000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Incomplete,48.11,6
