row,kmeans_cluster,income,loan_amount,property_value,combined_loan_to_value_ratio,debt_to_income_ratio,derived_race,loan_purpose,occupancy_type,action_taken,tract_minority_population_percent,clarans_cluster
81485,0,95.0,25000,165000.0,49.952,36%-<43%,White,Home_Improvement,Principal_Residence,Originated,9.63,1
65936,0,38.0,145000,155000.0,97.0,43%-<50%,White,Home_Purchase,Principal_Residence,Preapproval_Approved_NotAccepted,0.0,1
94859,0,35.0,55000,375000.0,78.353,Exempt,White,Home_Purchase,Principal_Residence,Originated,5.89,1
12254,6,55.0,245000,655000.0,48.193,50%-60%,White,Refinance,Principal_Residence,Denied,20.35,0
83717,3,63.0,205000,345000.0,57.988,36%-<43%,White,Refinance,Principal_Residence,Originated,14.85,6
80145,4,160.0,65000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Incomplete,13.1,2
6956,1,900.0,1505000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,6.42,6
87263,0,185.0,325000,405000.0,80.0,<20%,White,Home_Purchase,Principal_Residence,Originated,46.01,5
61213,6,55.0,105000,595000.0,16.77,>60%,White,Refinance,Principal_Residence,Denied,59.19,0
15643,3,123.0,185000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Incomplete,12.85,6
49126,6,90.0,355000,355000.0,100.0,50%-60%,White,Home_Purchase,Principal_Residence,Originated,26.27,0
78455,6,99.0,495000,505000.0,96.5,50%-60%,Black or African American,Home_Purchase,Principal_Residence,Preapproval_Denied,0.0,0
85632,0,122.0,405000,395000.0,100.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,30.37,1
49922,5,84.0,85000,315000.0,74.89,36%-<43%,White,Other,Principal_Residence,Originated,16.31,4
52724,0,81.0,335000,375000.0,90.0,43%-<50%,Race Not Available,Home_Purchase,Principal_Residence,Originated,38.7,5
83927,0,95.0,1195000,1545000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,9.41,1
16353,2,172.0,315000,415000.0,75.0,36%-<43%,White,Home_Purchase,Investment,Originated,62.37,3
33284,0,110.0,395000,405000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,49.34,5
72345,2,95.0,355000,1005000.0,78.353,Unknown,Race Not Available,Home_Purchase,Investment,Purchased,36.27,3
2424,0,38.0,155000,245000.0,60.24,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,27.83,1
52076,3,95.0,315000,395000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Purchased,22.42,6
5727,4,85.0,25000,155000.0,52.881,36%-<43%,White,Other,Principal_Residence,Denied,31.18,2
77515,3,183.0,285000,725000.0,39.449,20%-<30%,White,CashOut_Refinance,Principal_Residence,Denied,35.88,6
59219,0,81.0,245000,305000.0,80.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,5.47,1
24398,0,189.0,245000,275000.0,90.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,31.98,1
25227,4,89.0,85000,135000.0,65.0,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,74.27,2
2396,3,48.0,105000,325000.0,33.34,30%-<36%,White,Refinance,Principal_Residence,Originated,47.04,6
76529,0,95.0,45000,65000.0,78.353,Unknown,Race Not Available,NotApplicable,Principal_Residence,Purchased,31.29,1
43981,5,61.0,25000,555000.0,39.647,36%-<43%,White,Home_Improvement,Principal_Residence,Originated,26.44,4
23028,0,69.0,355000,375000.0,94.932,43%-<50%,Race Not Available,Home_Purchase,Principal_Residence,Originated,50.81,5
76001,3,47.0,235000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,97.1,6
95266,0,37.0,305000,555000.0,55.018,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,22.62,1
80152,0,147.0,235000,275000.0,85.0,20%-<30%,Race Not Available,Home_Purchase,Principal_Residence,Originated,18.64,1
29138,2,94.0,135000,165000.0,80.0,43%-<50%,White,Home_Purchase,Investment,Originated,43.69,3
4896,3,64.0,75000,85000.0,93.529,<20%,White,Refinance,Principal_Residence,Originated,13.9,6
91279,2,248.0,205000,335000.0,79.074,30%-<36%,White,Home_Purchase,Investment,Originated,34.61,3
50978,1,825.0,335000,375000.0,78.353,Exempt,White,Home_Purchase,Principal_Residence,Withdrawn,17.58,4
26359,2,266.0,65000,95000.0,75.0,20%-<30%,White,Home_Purchase,Investment,Originated,39.18,3
2092,3,41.0,15000,155000.0,10.0,<20%,White,Home_Improvement,Principal_Residence,Denied,5.02,1
49856,0,117.0,455000,375000.0,78.353,Exempt,White,Home_Purchase,Principal_Residence,Originated,23.43,1
60807,0,95.0,125000,175000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,10.6,1
49808,5,50.0,65000,275000.0,83.784,36%-<43%,White,Other,Principal_Residence,Originated,51.84,4
7891,6,76.0,175000,175000.0,103.964,50%-60%,Race Not Available,Home_Purchase,Principal_Residence,Preapproval_Approved_NotAccepted,0.0,0
19483,3,71.0,325000,475000.0,69.149,43%-<50%,White,CashOut_Refinance,Principal_Residence,Originated,33.75,6
89393,1,201.0,305000,455000.0,66.37,36%-<43%,White,Other,Second_Residence,Originated,6.86,1
57851,0,148.0,405000,425000.0,95.0,36%-<43%,Race Not Available,Home_Purchase,Principal_Residence,Originated,32.27,1
92057,0,95.0,285000,365000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,19.85,1
25252,5,120.0,35000,755000.0,80.496,43%-<50%,White,Other,Principal_Residence,Originated,45.17,4
89104,0,155.0,405000,505000.0,80.0,<20%,Race Not Available,Home_Purchase,Principal_Residence,Originated,14.86,1
35583,6,120.0,755000,755000.0,100.0,50%-60%,Race Not Available,Home_Purchase,Principal_Residence,Originated,31.55,0
99328,5,0.0,115000,1625000.0,40.91,<20%,White,Home_Improvement,Principal_Residence,Denied,54.84,4
23182,3,52.0,35000,155000.0,19.48,20%-<30%,White,Other,Principal_Residence,Originated,20.93,1
8994,0,221.0,135000,165000.0,80.0,30%-<36%,Race Not Available,Home_Purchase,Second_Residence,Originated,13.4,1
83554,0,308.0,715000,835000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,48.05,1
45843,6,67.0,35000,235000.0,90.0,50%-60%,White,Home_Improvement,Principal_Residence,Denied,4.61,0
96505,0,51.0,165000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,42.88,5
63169,0,50.0,85000,175000.0,50.588,20%-<30%,Asian,Home_Purchase,Principal_Residence,Originated,44.26,5
30950,0,40.0,195000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,76.14,5
88907,0,49.0,195000,335000.0,60.0,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,26.41,1
84083,0,162.0,305000,375000.0,78.353,Unknown,White,Other,Principal_Residence,Withdrawn,25.61,1
95763,0,148.0,245000,315000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,30.32,1
73209,6,122.0,395000,395000.0,96.484,50%-60%,White,Home_Purchase,Principal_Residence,Originated,28.59,0
78311,3,17.0,115000,245000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Originated,16.94,6
15074,1,352.0,1505000,3055000.0,49.47,36%-<43%,White,CashOut_Refinance,Principal_Residence,Originated,21.52,6
77427,2,130.0,225000,415000.0,53.735,43%-<50%,Asian,CashOut_Refinance,Investment,Originated,44.14,3
86830,1,492.0,125000,1305000.0,89.9,<20%,White,Other,Principal_Residence,Originated,83.93,4
21859,0,254.0,235000,335000.0,70.0,30%-<36%,Joint,Home_Purchase,Principal_Residence,Denied,30.46,1
18039,0,196.0,345000,425000.0,80.0,43%-<50%,White,Home_Purchase,Principal_Residence,Preapproval_Approved_NotAccepted,0.0,1
64405,0,21.0,65000,65000.0,97.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,74.91,5
86843,1,385.0,2005000,2815000.0,71.17,43%-<50%,Asian,Home_Purchase,Principal_Residence,Originated,82.06,5
12011,5,100.0,145000,235000.0,61.01,36%-<43%,White,Home_Improvement,Principal_Residence,Originated,12.77,4
10942,5,48.0,65000,325000.0,80.0,30%-<36%,White,Home_Improvement,Principal_Residence,Originated,49.73,4
68733,0,66.0,235000,235000.0,78.353,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,66.0,5
58832,3,44.0,225000,345000.0,64.71,36%-<43%,Race Not Available,CashOut_Refinance,Principal_Residence,Denied,62.35,6
85418,0,38.0,175000,175000.0,96.5,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,97.18,5
91609,5,69.0,45000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,12.98,4
16315,6,130.0,535000,535000.0,102.3,50%-60%,White,Home_Purchase,Principal_Residence,Originated,36.64,0
17143,0,51.0,205000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,0.0,1
95671,2,81.0,235000,335000.0,70.0,36%-<43%,Asian,CashOut_Refinance,Investment,Originated,86.11,3
63914,6,65.0,85000,395000.0,39.74,50%-60%,White,Other,Principal_Residence,Denied,21.95,0
39638,0,45.0,185000,255000.0,75.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,11.52,1
86899,0,93.0,425000,525000.0,80.0,36%-<43%,Race Not Available,Home_Purchase,Principal_Residence,Originated,80.64,5
4048,0,102.0,145000,155000.0,96.5,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,37.48,1
43748,6,70.0,555000,795000.0,69.118,>60%,White,Home_Purchase,Principal_Residence,Denied,46.68,0
63097,5,137.0,55000,565000.0,67.92,36%-<43%,White,Other,Principal_Residence,Originated,14.08,4
20727,5,250.0,305000,375000.0,78.353,Unknown,White,Other,Principal_Residence,Incomplete,13.86,4
49810,3,49.0,125000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,66.33,6
66595,0,207.0,615000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,8.76,1
94698,0,77.0,145000,275000.0,52.536,43%-<50%,Race Not Available,Home_Purchase,Principal_Residence,Originated,4.31,1
79766,0,25.0,155000,375000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Withdrawn,15.57,1
78994,0,95.0,1015000,1455000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,43.88,1
31891,6,62.0,15000,175000.0,97.955,50%-60%,White,Other,Principal_Residence,Denied,8.03,0
25800,3,152.0,415000,885000.0,47.0,30%-<36%,Joint,Refinance,Second_Residence,Originated,51.45,6
75701,0,326.0,245000,875000.0,29.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,21.41,1
70381,0,95.0,1005000,2355000.0,42.55,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Originated,27.92,1
27008,3,114.0,105000,525000.0,19.194,<20%,White,Refinance,Principal_Residence,Originated,5.93,6
51697,1,363.0,205000,815000.0,77.95,<20%,Race Not Available,Refinance,Principal_Residence,Originated,22.15,4
15877,4,79.0,255000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,8.08,2
76055,1,295.0,635000,1055000.0,60.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,20.87,1
47804,5,95.0,45000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Denied,49.05,4
10540,0,170.0,565000,625000.0,89.998,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,4.33,1
5673,3,103.0,295000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Incomplete,23.34,6
54612,0,37.0,125000,145000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,97.13,5
89265,3,78.0,245000,315000.0,79.677,36%-<43%,White,Refinance,Principal_Residence,Originated,95.83,6
16431,0,40.0,125000,195000.0,65.21,30%-<36%,Black or African American,Home_Purchase,Principal_Residence,Denied,6.22,1
10631,2,180.0,155000,355000.0,58.018,50%-60%,White,CashOut_Refinance,Investment,Denied,9.39,3
23830,3,90.0,225000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Incomplete,16.08,6
12088,3,73.0,165000,235000.0,70.756,20%-<30%,Black or African American,Refinance,Principal_Residence,Originated,97.82,6
84863,6,104.0,525000,655000.0,80.0,50%-60%,Asian,Home_Purchase,Principal_Residence,Originated,11.47,0
50971,6,59.0,75000,625000.0,76.631,>60%,Race Not Available,Home_Improvement,Principal_Residence,Denied,28.72,0
71373,0,182.0,505000,635000.0,80.0,30%-<36%,Black or African American,Home_Purchase,Principal_Residence,Originated,14.89,1
31132,3,73.0,245000,355000.0,69.8,36%-<43%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,27.99,6
27791,0,90.0,155000,375000.0,78.353,Unknown,White,Home_Improvement,Principal_Residence,Denied,12.22,1
82265,0,33.0,105000,115000.0,90.909,36%-<43%,Race Not Available,Home_Purchase,Principal_Residence,Originated,7.97,1
37328,3,51.0,135000,145000.0,89.668,20%-<30%,White,CashOut_Refinance,Principal_Residence,Originated,49.66,6
49276,0,31.0,95000,105000.0,90.0,43%-<50%,Black or African American,Home_Purchase,Principal_Residence,Denied,70.84,5
4435,0,39.0,175000,175000.0,96.5,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,28.37,1
61540,3,43.0,105000,265000.0,40.385,30%-<36%,White,Refinance,Principal_Residence,Originated,9.76,6
87893,4,114.0,45000,45000.0,78.353,20%-<30%,Race Not Available,Home_Purchase,Principal_Residence,Denied,79.21,2
90939,5,196.0,215000,435000.0,84.98,20%-<30%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,38.25,4
42120,2,95.0,145000,185000.0,78.353,Unknown,Race Not Available,Home_Purchase,Investment,Purchased,19.55,3
13136,0,143.0,515000,575000.0,90.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,14.91,1
34526,0,48.0,175000,185000.0,97.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,8.87,1
75201,0,95.0,495000,625000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,40.54,1
54531,5,84.0,245000,375000.0,78.353,Unknown,White,Home_Improvement,Principal_Residence,Incomplete,14.56,4
77941,2,277.0,375000,485000.0,77.292,20%-<30%,Race Not Available,Refinance,Investment,Originated,46.51,3
9584,3,49.0,205000,295000.0,71.81,43%-<50%,White,CashOut_Refinance,Principal_Residence,Originated,47.45,6
48263,0,40.0,115000,115000.0,100.0,43%-<50%,Black or African American,Home_Purchase,Principal_Residence,Originated,98.03,5
35025,0,120.0,425000,375000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Withdrawn,22.89,1
51878,5,74.0,55000,365000.0,100.6,43%-<50%,Asian,CashOut_Refinance,Principal_Residence,Denied,15.19,4
34949,3,84.0,135000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Withdrawn,16.82,6
75161,3,98.0,385000,435000.0,88.463,30%-<36%,White,CashOut_Refinance,Principal_Residence,Originated,39.53,6
63928,3,48.0,75000,175000.0,43.027,20%-<30%,American Indian or Alaska Native,Refinance,Principal_Residence,Denied,65.94,6
34662,3,190.0,255000,395000.0,65.0,<20%,White,CashOut_Refinance,Principal_Residence,Originated,12.19,6
12682,0,95.0,705000,375000.0,78.353,Exempt,Race Not Available,Home_Purchase,Principal_Residence,Purchased,45.52,5
91029,3,160.0,335000,615000.0,54.15,36%-<43%,Asian,Refinance,Principal_Residence,Originated,50.52,6
54522,0,93.0,245000,275000.0,100.0,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,5.61,1
26219,0,40.0,95000,115000.0,80.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,26.03,1
6789,0,95.0,325000,345000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,47.48,5
24732,3,95.0,525000,805000.0,78.353,Unknown,Race Not Available,Refinance,Principal_Residence,Purchased,52.31,6
53146,0,46.0,115000,115000.0,101.01,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,22.66,1
2196,5,46.0,25000,375000.0,78.353,Exempt,Race Not Available,Other,Principal_Residence,Originated,26.2,4
89350,3,48.0,95000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Withdrawn,34.71,6
87109,0,192.0,295000,375000.0,80.0,<20%,White,Home_Purchase,Principal_Residence,Originated,50.25,5
11944,0,138.0,535000,375000.0,78.353,Unknown,Asian,Home_Purchase,Principal_Residence,Incomplete,83.34,5
73746,3,44.0,205000,375000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Withdrawn,6.38,6
61077,3,75.0,225000,375000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Incomplete,42.47,6
48468,0,95.0,175000,175000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,18.15,1
37371,0,50.0,235000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,12.93,1
45848,0,48.0,85000,125000.0,67.0,20%-<30%,Asian,Home_Purchase,Principal_Residence,Originated,81.73,5
45810,3,56.0,65000,75000.0,77.922,<20%,American Indian or Alaska Native,CashOut_Refinance,Principal_Residence,Approved_NotAccepted,3.99,6
38815,3,120.0,415000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,26.2,6
48962,0,172.0,355000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,18.27,1
288,0,78.0,175000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,41.96,5
49517,0,130.0,325000,335000.0,96.5,36%-<43%,Asian,Home_Purchase,Principal_Residence,Originated,16.02,1
5284,6,120.0,85000,405000.0,78.47,50%-60%,Black or African American,Home_Improvement,Principal_Residence,Denied,43.14,0
96366,2,95.0,205000,275000.0,78.353,Unknown,Race Not Available,Home_Purchase,Investment,Purchased,12.09,3
60670,0,139.0,515000,655000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Purchased,6.76,1
14861,0,111.0,515000,375000.0,78.353,Unknown,Black or African American,Home_Purchase,Principal_Residence,Withdrawn,78.04,5
24206,5,105.0,155000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,76.6,4
38479,3,72.0,135000,175000.0,80.0,36%-<43%,White,CashOut_Refinance,Principal_Residence,Originated,30.99,6
64601,0,105.0,375000,385000.0,97.0,43%-<50%,Race Not Available,Home_Purchase,Principal_Residence,Originated,42.28,5
80800,0,45.0,325000,345000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,75.42,5
9346,3,107.0,285000,355000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Purchased,78.34,6
33168,0,132.0,415000,525000.0,80.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,9.57,1
70983,3,195.0,305000,925000.0,32.432,20%-<30%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,22.76,6
55532,6,129.0,285000,275000.0,78.353,50%-60%,White,Home_Purchase,Principal_Residence,Originated,52.77,0
84211,0,37.0,65000,75000.0,90.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,60.06,5
60387,1,19989.0,1655000,375000.0,78.353,Unknown,White,Refinance,Second_Residence,Withdrawn,20.59,6
60343,3,52.0,205000,335000.0,63.0,36%-<43%,White,CashOut_Refinance,Principal_Residence,Originated,40.59,6
72571,0,95.0,455000,495000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,23.01,1
27752,3,123.0,525000,705000.0,95.0,43%-<50%,White,Refinance,Principal_Residence,Denied,32.43,6
83322,3,96.0,205000,275000.0,73.741,30%-<36%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,12.59,6
32112,3,83.0,45000,515000.0,9.24,<20%,White,Other,Principal_Residence,Originated,16.67,1
82819,1,750.0,985000,1965000.0,50.45,36%-<43%,Race Not Available,Refinance,Principal_Residence,Originated,10.63,6
18993,6,48.0,85000,255000.0,76.8,>60%,White,Other,Principal_Residence,Denied,92.3,0
437,0,213.0,155000,585000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,13.14,1
37687,3,62.0,315000,465000.0,68.261,36%-<43%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,39.23,6
28291,0,95.0,55000,85000.0,78.353,Unknown,Race Not Available,NotApplicable,Principal_Residence,Purchased,94.26,5
78900,3,57.0,285000,465000.0,60.086,36%-<43%,White,CashOut_Refinance,Principal_Residence,Originated,41.67,6
1573,0,60.0,235000,255000.0,95.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,67.19,5
81555,0,74.0,185000,265000.0,70.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,12.31,1
93107,6,67.0,205000,345000.0,58.824,50%-60%,Black or African American,CashOut_Refinance,Principal_Residence,Denied,95.18,0
55792,3,56.0,365000,1215000.0,78.353,Unknown,White,Refinance,Principal_Residence,Originated,49.82,6
55267,1,720.0,45000,375000.0,78.353,Unknown,White,Home_Improvement,Principal_Residence,Withdrawn,6.9,4
79124,3,95.0,545000,745000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Purchased,9.37,6
47877,0,156.0,445000,565000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Purchased,16.12,1
85859,3,128.0,605000,905000.0,66.67,36%-<43%,White,CashOut_Refinance,Principal_Residence,Originated,98.13,6
51269,0,64.0,165000,175000.0,78.353,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,8.67,1
18428,5,116.0,35000,225000.0,42.065,20%-<30%,White,CashOut_Refinance,Principal_Residence,Originated,9.31,4
58878,1,326.0,725000,915000.0,80.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,13.9,1
66534,3,176.0,105000,655000.0,15.385,<20%,White,Other,Principal_Residence,Originated,9.44,1
66189,3,46.0,155000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Withdrawn,91.87,6
6419,6,70.0,25000,225000.0,80.24,50%-60%,Black or African American,CashOut_Refinance,Principal_Residence,Denied,94.47,0
24371,0,69.0,105000,135000.0,78.353,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,3.4,1
64544,2,321.0,245000,375000.0,78.353,Exempt,Race Not Available,Home_Purchase,Investment,Originated,12.53,3
82868,3,86.0,105000,135000.0,80.0,43%-<50%,White,CashOut_Refinance,Principal_Residence,Denied,14.53,6
7586,0,95.0,85000,95000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,16.27,1
37075,4,30.0,95000,105000.0,94.116,50%-60%,White,Home_Purchase,Principal_Residence,Denied,11.32,2
71434,5,250.0,75000,375000.0,78.353,Unknown,White,Home_Improvement,Principal_Residence,Incomplete,16.85,4
26249,1,384.0,465000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Withdrawn,11.85,6
68007,0,95.0,375000,395000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,68.84,5
8828,3,68.0,305000,385000.0,80.0,43%-<50%,White,CashOut_Refinance,Principal_Residence,Originated,27.72,6
50319,0,236.0,835000,1045000.0,80.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,63.41,5
60896,0,105.0,415000,515000.0,80.0,43%-<50%,Asian,Home_Purchase,Principal_Residence,Originated,96.25,5
94490,3,140.0,55000,505000.0,10.0,<20%,White,Other,Principal_Residence,Denied,32.81,1
11602,3,64.0,35000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,31.27,6
9921,3,91.0,245000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,70.06,6
81451,2,301.0,825000,1305000.0,63.231,36%-<43%,Race Not Available,CashOut_Refinance,Investment,Originated,64.39,3
58680,3,42.0,255000,365000.0,69.0,43%-<50%,Black or African American,CashOut_Refinance,Principal_Residence,Originated,66.04,6
64396,0,298.0,485000,615000.0,80.0,<20%,White,Home_Purchase,Principal_Residence,Originated,68.07,5
8810,1,383.0,1525000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,42.04,1
45016,3,95.0,295000,305000.0,95.69,Unknown,Black or African American,Refinance,Principal_Residence,Approved_NotAccepted,53.39,6
18462,0,239.0,545000,785000.0,70.0,36%-<43%,Asian,Home_Purchase,Principal_Residence,Originated,96.14,5
29708,3,60.0,225000,375000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Incomplete,32.15,6
25007,0,44.0,125000,375000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Withdrawn,11.9,1
93513,1,452.0,825000,375000.0,78.353,Exempt,White,Refinance,Principal_Residence,Originated,40.46,6
83397,3,150.0,295000,495000.0,60.0,36%-<43%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,30.87,6
2431,1,372.0,1295000,1855000.0,69.865,30%-<36%,Race Not Available,Refinance,Principal_Residence,Denied,44.07,6
52092,3,49.0,245000,305000.0,80.0,43%-<50%,White,CashOut_Refinance,Principal_Residence,Originated,5.22,6
27440,3,89.0,505000,375000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Withdrawn,22.95,6
86847,0,230.0,725000,805000.0,90.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,55.29,5
96973,0,65.0,415000,735000.0,55.71,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,9.82,1
7417,4,69.0,75000,375000.0,78.353,30%-<36%,White,Home_Purchase,Principal_Residence,Approved_NotAccepted,35.85,2
49878,3,95.0,845000,1775000.0,47.549,Unknown,Asian,Refinance,Principal_Residence,Originated,79.03,6
55401,3,300.0,285000,395000.0,71.429,<20%,American Indian or Alaska Native,Refinance,Principal_Residence,Denied,23.66,6
93093,2,120.0,405000,375000.0,78.353,Unknown,White,Home_Purchase,Investment,Originated,19.56,3
25629,3,139.0,275000,515000.0,53.0,20%-<30%,White,Refinance,Principal_Residence,Originated,4.01,6
7639,0,67.0,195000,315000.0,60.99,43%-<50%,White,Home_Purchase,Principal_Residence,Approved_NotAccepted,12.38,1
57462,0,56.0,105000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,42.23,5
35357,3,170.0,425000,635000.0,65.728,30%-<36%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,33.45,6
77666,0,194.0,255000,455000.0,78.353,Unknown,Asian,Home_Purchase,Principal_Residence,Purchased,20.2,1
57864,5,62.0,55000,225000.0,78.22,43%-<50%,White,Home_Improvement,Principal_Residence,Approved_NotAccepted,6.77,4
92045,5,127.0,25000,375000.0,78.353,Unknown,Race Not Available,Other,Principal_Residence,Withdrawn,74.7,4
66616,0,45.0,205000,265000.0,76.04,43%-<50%,Race Not Available,Home_Purchase,Principal_Residence,Originated,81.66,5
86333,0,69.0,315000,375000.0,85.0,43%-<50%,Black or African American,Home_Purchase,Principal_Residence,Originated,49.87,5
25328,5,42.0,35000,125000.0,55.094,36%-<43%,Black or African American,Home_Improvement,Principal_Residence,Originated,42.19,4
41282,0,79.0,125000,175000.0,70.94,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,7.39,1
60169,0,117.0,105000,135000.0,80.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,70.23,5
56015,1,464.0,1485000,1855000.0,80.0,36%-<43%,Race Not Available,Home_Purchase,Principal_Residence,Originated,33.77,1
21949,3,106.0,165000,335000.0,48.485,36%-<43%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,80.75,6
13020,0,179.0,135000,155000.0,90.0,43%-<50%,White,Home_Purchase,Second_Residence,Denied,35.12,1
